,season,date_code,weekending,region,Respiratory_Virus,year,month,Number_Positive
14284,2017-2018,2017-12-11,2017-12-16,Central,Parainfluenza_3,2017,12,0
14285,2017-2018,2017-12-11,2017-12-16,Central,Parainfluenza_4,2017,12,3
14286,2017-2018,2017-12-11,2017-12-16,Central,Parainfluenza_UnknownType,2017,12,0
14287,2017-2018,2017-12-11,2017-12-16,Central,RSV,2017,12,12
14288,2017-2018,2017-12-11,2017-12-16,Northern,Adenovirus,2017,12,0
14289,2017-2018,2017-12-11,2017-12-16,Northern,Coronavirus_229E,2017,12,0
14290,2017-2018,2017-12-11,2017-12-16,Northern,Coronavirus_HKU1,2017,12,0
14291,2017-2018,2017-12-11,2017-12-16,Northern,Coronavirus_NL63,2017,12,0
14292,2017-2018,2017-12-11,2017-12-16,Northern,Coronavirus_OC43,2017,12,0
14293,2017-2018,2017-12-11,2017-12-16,Northern,Coronavirus_UnknownType,2017,12,0
14294,2017-2018,2017-12-11,2017-12-16,Northern,Enterovirus_Rhinovirus,2017,12,12
14295,2017-2018,2017-12-11,2017-12-16,Northern,HMPV,2017,12,0
14296,2017-2018,2017-12-11,2017-12-16,Northern,Influenza_A,2017,12,25
14297,2017-2018,2017-12-11,2017-12-16,Northern,Influenza_B,2017,12,15
14298,2017-2018,2017-12-11,2017-12-16,Northern,Parainfluenza_1,2017,12,3
14299,2017-2018,2017-12-11,2017-12-16,Northern,Parainfluenza_2,2017,12,0
14300,2017-2018,2017-12-11,2017-12-16,Northern,Parainfluenza_3,2017,12,0
14301,2017-2018,2017-12-11,2017-12-16,Northern,Parainfluenza_4,2017,12,0
14302,2017-2018,2017-12-11,2017-12-16,Northern,Parainfluenza_UnknownType,2017,12,0
14303,2017-2018,2017-12-11,2017-12-16,Northern,RSV,2017,12,10
14304,2017-2018,2017-12-11,2017-12-16,Southern,Adenovirus,2017,12,23
14305,2017-2018,2017-12-11,2017-12-16,Southern,Coronavirus_229E,2017,12,0
14306,2017-2018,2017-12-11,2017-12-16,Southern,Coronavirus_HKU1,2017,12,16
14307,2017-2018,2017-12-11,2017-12-16,Southern,Coronavirus_NL63,2017,12,1
14308,2017-2018,2017-12-11,2017-12-16,Southern,Coronavirus_OC43,2017,12,1
14309,2017-2018,2017-12-11,2017-12-16,Southern,Coronavirus_UnknownType,2017,12,65
14310,2017-2018,2017-12-11,2017-12-16,Southern,Enterovirus_Rhinovirus,2017,12,254
14311,2017-2018,2017-12-11,2017-12-16,Southern,HMPV,2017,12,14
14312,2017-2018,2017-12-11,2017-12-16,Southern,Influenza_A,2017,12,672
14313,2017-2018,2017-12-11,2017-12-16,Southern,Influenza_B,2017,12,97
14314,2017-2018,2017-12-11,2017-12-16,Southern,Parainfluenza_1,2017,12,9
14315,2017-2018,2017-12-11,2017-12-16,Southern,Parainfluenza_2,2017,12,0
14316,2017-2018,2017-12-11,2017-12-16,Southern,Parainfluenza_3,2017,12,3
14317,2017-2018,2017-12-11,2017-12-16,Southern,Parainfluenza_4,2017,12,19
14318,2017-2018,2017-12-11,2017-12-16,Southern,Parainfluenza_UnknownType,2017,12,0
14319,2017-2018,2017-12-11,2017-12-16,Southern,RSV,2017,12,130
14320,2017-2018,2017-12-18,2017-12-23,Bay Area,Adenovirus,2017,12,9
14321,2017-2018,2017-12-18,2017-12-23,Bay Area,Coronavirus_229E,2017,12,0
14322,2017-2018,2017-12-18,2017-12-23,Bay Area,Coronavirus_HKU1,2017,12,0
14323,2017-2018,2017-12-18,2017-12-23,Bay Area,Coronavirus_NL63,2017,12,0
14324,2017-2018,2017-12-18,2017-12-23,Bay Area,Coronavirus_OC43,2017,12,0
14325,2017-2018,2017-12-18,2017-12-23,Bay Area,Coronavirus_UnknownType,2017,12,0
14326,2017-2018,2017-12-18,2017-12-23,Bay Area,Enterovirus_Rhinovirus,2017,12,22
14327,2017-2018,2017-12-18,2017-12-23,Bay Area,HMPV,2017,12,7
14328,2017-2018,2017-12-18,2017-12-23,Bay Area,Influenza_A,2017,12,279
14329,2017-2018,2017-12-18,2017-12-23,Bay Area,Influenza_B,2017,12,92
14330,2017-2018,2017-12-18,2017-12-23,Bay Area,Parainfluenza_1,2017,12,9
14331,2017-2018,2017-12-18,2017-12-23,Bay Area,Parainfluenza_2,2017,12,0
14332,2017-2018,2017-12-18,2017-12-23,Bay Area,Parainfluenza_3,2017,12,1
14333,2017-2018,2017-12-18,2017-12-23,Bay Area,Parainfluenza_4,2017,12,0
14334,2017-2018,2017-12-18,2017-12-23,Bay Area,Parainfluenza_UnknownType,2017,12,0
14335,2017-2018,2017-12-18,2017-12-23,Bay Area,RSV,2017,12,99
14336,2017-2018,2017-12-18,2017-12-23,Central,Adenovirus,2017,12,4
14337,2017-2018,2017-12-18,2017-12-23,Central,Coronavirus_229E,2017,12,0
14338,2017-2018,2017-12-18,2017-12-23,Central,Coronavirus_HKU1,2017,12,0
14339,2017-2018,2017-12-18,2017-12-23,Central,Coronavirus_NL63,2017,12,8
14340,2017-2018,2017-12-18,2017-12-23,Central,Coronavirus_OC43,2017,12,4
14341,2017-2018,2017-12-18,2017-12-23,Central,Coronavirus_UnknownType,2017,12,0
14342,2017-2018,2017-12-18,2017-12-23,Central,Enterovirus_Rhinovirus,2017,12,23
14343,2017-2018,2017-12-18,2017-12-23,Central,HMPV,2017,12,6
14344,2017-2018,2017-12-18,2017-12-23,Central,Influenza_A,2017,12,100
14345,2017-2018,2017-12-18,2017-12-23,Central,Influenza_B,2017,12,66
14346,2017-2018,2017-12-18,2017-12-23,Central,Parainfluenza_1,2017,12,2
14347,2017-2018,2017-12-18,2017-12-23,Central,Parainfluenza_2,2017,12,0
14348,2017-2018,2017-12-18,2017-12-23,Central,Parainfluenza_3,2017,12,0
14349,2017-2018,2017-12-18,2017-12-23,Central,Parainfluenza_4,2017,12,2
14350,2017-2018,2017-12-18,2017-12-23,Central,Parainfluenza_UnknownType,2017,12,0
14351,2017-2018,2017-12-18,2017-12-23,Central,RSV,2017,12,21
14352,2017-2018,2017-12-18,2017-12-23,Northern,Adenovirus,2017,12,0
14353,2017-2018,2017-12-18,2017-12-23,Northern,Coronavirus_229E,2017,12,0
14354,2017-2018,2017-12-18,2017-12-23,Northern,Coronavirus_HKU1,2017,12,0
14355,2017-2018,2017-12-18,2017-12-23,Northern,Coronavirus_NL63,2017,12,0
14356,2017-2018,2017-12-18,2017-12-23,Northern,Coronavirus_OC43,2017,12,0
14357,2017-2018,2017-12-18,2017-12-23,Northern,Coronavirus_UnknownType,2017,12,0
14358,2017-2018,2017-12-18,2017-12-23,Northern,Enterovirus_Rhinovirus,2017,12,4
14359,2017-2018,2017-12-18,2017-12-23,Northern,HMPV,2017,12,0
14360,2017-2018,2017-12-18,2017-12-23,Northern,Influenza_A,2017,12,66
14361,2017-2018,2017-12-18,2017-12-23,Northern,Influenza_B,2017,12,34
14362,2017-2018,2017-12-18,2017-12-23,Northern,Parainfluenza_1,2017,12,1
14363,2017-2018,2017-12-18,2017-12-23,Northern,Parainfluenza_2,2017,12,0
14364,2017-2018,2017-12-18,2017-12-23,Northern,Parainfluenza_3,2017,12,0
14365,2017-2018,2017-12-18,2017-12-23,Northern,Parainfluenza_4,2017,12,0
14366,2017-2018,2017-12-18,2017-12-23,Northern,Parainfluenza_UnknownType,2017,12,0
14367,2017-2018,2017-12-18,2017-12-23,Northern,RSV,2017,12,36
14368,2017-2018,2017-12-18,2017-12-23,Southern,Adenovirus,2017,12,34
14369,2017-2018,2017-12-18,2017-12-23,Southern,Coronavirus_229E,2017,12,0
14370,2017-2018,2017-12-18,2017-12-23,Southern,Coronavirus_HKU1,2017,12,17
14371,2017-2018,2017-12-18,2017-12-23,Southern,Coronavirus_NL63,2017,12,8
14372,2017-2018,2017-12-18,2017-12-23,Southern,Coronavirus_OC43,2017,12,1
14373,2017-2018,2017-12-18,2017-12-23,Southern,Coronavirus_UnknownType,2017,12,77
14374,2017-2018,2017-12-18,2017-12-23,Southern,Enterovirus_Rhinovirus,2017,12,197
14375,2017-2018,2017-12-18,2017-12-23,Southern,HMPV,2017,12,24
14376,2017-2018,2017-12-18,2017-12-23,Southern,Influenza_A,2017,12,1130
14377,2017-2018,2017-12-18,2017-12-23,Southern,Influenza_B,2017,12,191
14378,2017-2018,2017-12-18,2017-12-23,Southern,Parainfluenza_1,2017,12,17
14379,2017-2018,2017-12-18,2017-12-23,Southern,Parainfluenza_2,2017,12,2
14380,2017-2018,2017-12-18,2017-12-23,Southern,Parainfluenza_3,2017,12,2
14381,2017-2018,2017-12-18,2017-12-23,Southern,Parainfluenza_4,2017,12,12
14382,2017-2018,2017-12-18,2017-12-23,Southern,Parainfluenza_UnknownType,2017,12,0
14383,2017-2018,2017-12-18,2017-12-23,Southern,RSV,2017,12,197
14384,2017-2018,2017-12-25,2017-12-30,Bay Area,Adenovirus,2017,12,6
14385,2017-2018,2017-12-25,2017-12-30,Bay Area,Coronavirus_229E,2017,12,0
14386,2017-2018,2017-12-25,2017-12-30,Bay Area,Coronavirus_HKU1,2017,12,0
14387,2017-2018,2017-12-25,2017-12-30,Bay Area,Coronavirus_NL63,2017,12,0
14388,2017-2018,2017-12-25,2017-12-30,Bay Area,Coronavirus_OC43,2017,12,0
14389,2017-2018,2017-12-25,2017-12-30,Bay Area,Coronavirus_UnknownType,2017,12,0
14390,2017-2018,2017-12-25,2017-12-30,Bay Area,Enterovirus_Rhinovirus,2017,12,24
14391,2017-2018,2017-12-25,2017-12-30,Bay Area,HMPV,2017,12,4
14392,2017-2018,2017-12-25,2017-12-30,Bay Area,Influenza_A,2017,12,440
14393,2017-2018,2017-12-25,2017-12-30,Bay Area,Influenza_B,2017,12,163
14394,2017-2018,2017-12-25,2017-12-30,Bay Area,Parainfluenza_1,2017,12,3
14395,2017-2018,2017-12-25,2017-12-30,Bay Area,Parainfluenza_2,2017,12,0
14396,2017-2018,2017-12-25,2017-12-30,Bay Area,Parainfluenza_3,2017,12,2
14397,2017-2018,2017-12-25,2017-12-30,Bay Area,Parainfluenza_4,2017,12,0
14398,2017-2018,2017-12-25,2017-12-30,Bay Area,Parainfluenza_UnknownType,2017,12,0
14399,2017-2018,2017-12-25,2017-12-30,Bay Area,RSV,2017,12,116
14400,2017-2018,2017-12-25,2017-12-30,Central,Adenovirus,2017,12,6
14401,2017-2018,2017-12-25,2017-12-30,Central,Coronavirus_229E,2017,12,0
14402,2017-2018,2017-12-25,2017-12-30,Central,Coronavirus_HKU1,2017,12,1
14403,2017-2018,2017-12-25,2017-12-30,Central,Coronavirus_NL63,2017,12,5
14404,2017-2018,2017-12-25,2017-12-30,Central,Coronavirus_OC43,2017,12,4
14405,2017-2018,2017-12-25,2017-12-30,Central,Coronavirus_UnknownType,2017,12,0
14406,2017-2018,2017-12-25,2017-12-30,Central,Enterovirus_Rhinovirus,2017,12,25
14407,2017-2018,2017-12-25,2017-12-30,Central,HMPV,2017,12,4
14408,2017-2018,2017-12-25,2017-12-30,Central,Influenza_A,2017,12,164
14409,2017-2018,2017-12-25,2017-12-30,Central,Influenza_B,2017,12,81
14410,2017-2018,2017-12-25,2017-12-30,Central,Parainfluenza_1,2017,12,2
14411,2017-2018,2017-12-25,2017-12-30,Central,Parainfluenza_2,2017,12,0
14412,2017-2018,2017-12-25,2017-12-30,Central,Parainfluenza_3,2017,12,2
14413,2017-2018,2017-12-25,2017-12-30,Central,Parainfluenza_4,2017,12,1
14414,2017-2018,2017-12-25,2017-12-30,Central,Parainfluenza_UnknownType,2017,12,0
14415,2017-2018,2017-12-25,2017-12-30,Central,RSV,2017,12,33
14416,2017-2018,2017-12-25,2017-12-30,Northern,Adenovirus,2017,12,1
14417,2017-2018,2017-12-25,2017-12-30,Northern,Coronavirus_229E,2017,12,0
14418,2017-2018,2017-12-25,2017-12-30,Northern,Coronavirus_HKU1,2017,12,0
14419,2017-2018,2017-12-25,2017-12-30,Northern,Coronavirus_NL63,2017,12,0
14420,2017-2018,2017-12-25,2017-12-30,Northern,Coronavirus_OC43,2017,12,0
14421,2017-2018,2017-12-25,2017-12-30,Northern,Coronavirus_UnknownType,2017,12,0
14422,2017-2018,2017-12-25,2017-12-30,Northern,Enterovirus_Rhinovirus,2017,12,5
14423,2017-2018,2017-12-25,2017-12-30,Northern,HMPV,2017,12,1
14424,2017-2018,2017-12-25,2017-12-30,Northern,Influenza_A,2017,12,117
14425,2017-2018,2017-12-25,2017-12-30,Northern,Influenza_B,2017,12,56
14426,2017-2018,2017-12-25,2017-12-30,Northern,Parainfluenza_1,2017,12,0
14427,2017-2018,2017-12-25,2017-12-30,Northern,Parainfluenza_2,2017,12,0
14428,2017-2018,2017-12-25,2017-12-30,Northern,Parainfluenza_3,2017,12,0
14429,2017-2018,2017-12-25,2017-12-30,Northern,Parainfluenza_4,2017,12,0
14430,2017-2018,2017-12-25,2017-12-30,Northern,Parainfluenza_UnknownType,2017,12,0
14431,2017-2018,2017-12-25,2017-12-30,Northern,RSV,2017,12,35
14432,2017-2018,2017-12-25,2017-12-30,Southern,Adenovirus,2017,12,42
14433,2017-2018,2017-12-25,2017-12-30,Southern,Coronavirus_229E,2017,12,2
14434,2017-2018,2017-12-25,2017-12-30,Southern,Coronavirus_HKU1,2017,12,21
14435,2017-2018,2017-12-25,2017-12-30,Southern,Coronavirus_NL63,2017,12,4
14436,2017-2018,2017-12-25,2017-12-30,Southern,Coronavirus_OC43,2017,12,0
14437,2017-2018,2017-12-25,2017-12-30,Southern,Coronavirus_UnknownType,2017,12,112
14438,2017-2018,2017-12-25,2017-12-30,Southern,Enterovirus_Rhinovirus,2017,12,238
14439,2017-2018,2017-12-25,2017-12-30,Southern,HMPV,2017,12,60
14440,2017-2018,2017-12-25,2017-12-30,Southern,Influenza_A,2017,12,1645
14441,2017-2018,2017-12-25,2017-12-30,Southern,Influenza_B,2017,12,275
14442,2017-2018,2017-12-25,2017-12-30,Southern,Parainfluenza_1,2017,12,19
14443,2017-2018,2017-12-25,2017-12-30,Southern,Parainfluenza_2,2017,12,1
14444,2017-2018,2017-12-25,2017-12-30,Southern,Parainfluenza_3,2017,12,10
14445,2017-2018,2017-12-25,2017-12-30,Southern,Parainfluenza_4,2017,12,11
14446,2017-2018,2017-12-25,2017-12-30,Southern,Parainfluenza_UnknownType,2017,12,0
14447,2017-2018,2017-12-25,2017-12-30,Southern,RSV,2017,12,273
14448,2017-2018,2018-01-01,2018-01-06,Bay Area,Adenovirus,2018,1,2
14449,2017-2018,2018-01-01,2018-01-06,Bay Area,Coronavirus_229E,2018,1,0
14450,2017-2018,2018-01-01,2018-01-06,Bay Area,Coronavirus_HKU1,2018,1,0
14451,2017-2018,2018-01-01,2018-01-06,Bay Area,Coronavirus_NL63,2018,1,0
14452,2017-2018,2018-01-01,2018-01-06,Bay Area,Coronavirus_OC43,2018,1,0
14453,2017-2018,2018-01-01,2018-01-06,Bay Area,Coronavirus_UnknownType,2018,1,0
14454,2017-2018,2018-01-01,2018-01-06,Bay Area,Enterovirus_Rhinovirus,2018,1,22
14455,2017-2018,2018-01-01,2018-01-06,Bay Area,HMPV,2018,1,9
14456,2017-2018,2018-01-01,2018-01-06,Bay Area,Influenza_A,2018,1,557
14457,2017-2018,2018-01-01,2018-01-06,Bay Area,Influenza_B,2018,1,202
14458,2017-2018,2018-01-01,2018-01-06,Bay Area,Parainfluenza_1,2018,1,0
14459,2017-2018,2018-01-01,2018-01-06,Bay Area,Parainfluenza_2,2018,1,0
14460,2017-2018,2018-01-01,2018-01-06,Bay Area,Parainfluenza_3,2018,1,3
14461,2017-2018,2018-01-01,2018-01-06,Bay Area,Parainfluenza_4,2018,1,0
14462,2017-2018,2018-01-01,2018-01-06,Bay Area,Parainfluenza_UnknownType,2018,1,0
14463,2017-2018,2018-01-01,2018-01-06,Bay Area,RSV,2018,1,166
14464,2017-2018,2018-01-01,2018-01-06,Central,Adenovirus,2018,1,4
14465,2017-2018,2018-01-01,2018-01-06,Central,Coronavirus_229E,2018,1,0
14466,2017-2018,2018-01-01,2018-01-06,Central,Coronavirus_HKU1,2018,1,1
14467,2017-2018,2018-01-01,2018-01-06,Central,Coronavirus_NL63,2018,1,5
14468,2017-2018,2018-01-01,2018-01-06,Central,Coronavirus_OC43,2018,1,6
14469,2017-2018,2018-01-01,2018-01-06,Central,Coronavirus_UnknownType,2018,1,0
14470,2017-2018,2018-01-01,2018-01-06,Central,Enterovirus_Rhinovirus,2018,1,21
14471,2017-2018,2018-01-01,2018-01-06,Central,HMPV,2018,1,9
14472,2017-2018,2018-01-01,2018-01-06,Central,Influenza_A,2018,1,182
14473,2017-2018,2018-01-01,2018-01-06,Central,Influenza_B,2018,1,66
14474,2017-2018,2018-01-01,2018-01-06,Central,Parainfluenza_1,2018,1,1
14475,2017-2018,2018-01-01,2018-01-06,Central,Parainfluenza_2,2018,1,0
14476,2017-2018,2018-01-01,2018-01-06,Central,Parainfluenza_3,2018,1,0
14477,2017-2018,2018-01-01,2018-01-06,Central,Parainfluenza_4,2018,1,2
14478,2017-2018,2018-01-01,2018-01-06,Central,Parainfluenza_UnknownType,2018,1,0
14479,2017-2018,2018-01-01,2018-01-06,Central,RSV,2018,1,56
14480,2017-2018,2018-01-01,2018-01-06,Northern,Adenovirus,2018,1,1
14481,2017-2018,2018-01-01,2018-01-06,Northern,Coronavirus_229E,2018,1,0
14482,2017-2018,2018-01-01,2018-01-06,Northern,Coronavirus_HKU1,2018,1,0
14483,2017-2018,2018-01-01,2018-01-06,Northern,Coronavirus_NL63,2018,1,0
14484,2017-2018,2018-01-01,2018-01-06,Northern,Coronavirus_OC43,2018,1,0
14485,2017-2018,2018-01-01,2018-01-06,Northern,Coronavirus_UnknownType,2018,1,0
14486,2017-2018,2018-01-01,2018-01-06,Northern,Enterovirus_Rhinovirus,2018,1,6
14487,2017-2018,2018-01-01,2018-01-06,Northern,HMPV,2018,1,1
14488,2017-2018,2018-01-01,2018-01-06,Northern,Influenza_A,2018,1,128
14489,2017-2018,2018-01-01,2018-01-06,Northern,Influenza_B,2018,1,60
14490,2017-2018,2018-01-01,2018-01-06,Northern,Parainfluenza_1,2018,1,0
14491,2017-2018,2018-01-01,2018-01-06,Northern,Parainfluenza_2,2018,1,0
14492,2017-2018,2018-01-01,2018-01-06,Northern,Parainfluenza_3,2018,1,0
14493,2017-2018,2018-01-01,2018-01-06,Northern,Parainfluenza_4,2018,1,0
14494,2017-2018,2018-01-01,2018-01-06,Northern,Parainfluenza_UnknownType,2018,1,0
14495,2017-2018,2018-01-01,2018-01-06,Northern,RSV,2018,1,33
14496,2017-2018,2018-01-01,2018-01-06,Southern,Adenovirus,2018,1,32
14497,2017-2018,2018-01-01,2018-01-06,Southern,Coronavirus_229E,2018,1,0
14498,2017-2018,2018-01-01,2018-01-06,Southern,Coronavirus_HKU1,2018,1,24
14499,2017-2018,2018-01-01,2018-01-06,Southern,Coronavirus_NL63,2018,1,3
14500,2017-2018,2018-01-01,2018-01-06,Southern,Coronavirus_OC43,2018,1,2
14501,2017-2018,2018-01-01,2018-01-06,Southern,Coronavirus_UnknownType,2018,1,142
14502,2017-2018,2018-01-01,2018-01-06,Southern,Enterovirus_Rhinovirus,2018,1,203
14503,2017-2018,2018-01-01,2018-01-06,Southern,HMPV,2018,1,36
14504,2017-2018,2018-01-01,2018-01-06,Southern,Influenza_A,2018,1,1623
14505,2017-2018,2018-01-01,2018-01-06,Southern,Influenza_B,2018,1,302
14506,2017-2018,2018-01-01,2018-01-06,Southern,Parainfluenza_1,2018,1,19
14507,2017-2018,2018-01-01,2018-01-06,Southern,Parainfluenza_2,2018,1,2
14508,2017-2018,2018-01-01,2018-01-06,Southern,Parainfluenza_3,2018,1,9
14509,2017-2018,2018-01-01,2018-01-06,Southern,Parainfluenza_4,2018,1,9
14510,2017-2018,2018-01-01,2018-01-06,Southern,Parainfluenza_UnknownType,2018,1,0
14511,2017-2018,2018-01-01,2018-01-06,Southern,RSV,2018,1,270
14512,2017-2018,2018-01-08,2018-01-13,Bay Area,Adenovirus,2018,1,4
14513,2017-2018,2018-01-08,2018-01-13,Bay Area,Coronavirus_229E,2018,1,0
14514,2017-2018,2018-01-08,2018-01-13,Bay Area,Coronavirus_HKU1,2018,1,0
14515,2017-2018,2018-01-08,2018-01-13,Bay Area,Coronavirus_NL63,2018,1,0
14516,2017-2018,2018-01-08,2018-01-13,Bay Area,Coronavirus_OC43,2018,1,0
14517,2017-2018,2018-01-08,2018-01-13,Bay Area,Coronavirus_UnknownType,2018,1,0
14518,2017-2018,2018-01-08,2018-01-13,Bay Area,Enterovirus_Rhinovirus,2018,1,28
14519,2017-2018,2018-01-08,2018-01-13,Bay Area,HMPV,2018,1,5
14520,2017-2018,2018-01-08,2018-01-13,Bay Area,Influenza_A,2018,1,441
14521,2017-2018,2018-01-08,2018-01-13,Bay Area,Influenza_B,2018,1,232
14522,2017-2018,2018-01-08,2018-01-13,Bay Area,Parainfluenza_1,2018,1,2
14523,2017-2018,2018-01-08,2018-01-13,Bay Area,Parainfluenza_2,2018,1,2
14524,2017-2018,2018-01-08,2018-01-13,Bay Area,Parainfluenza_3,2018,1,2
14525,2017-2018,2018-01-08,2018-01-13,Bay Area,Parainfluenza_4,2018,1,0
14526,2017-2018,2018-01-08,2018-01-13,Bay Area,Parainfluenza_UnknownType,2018,1,0
14527,2017-2018,2018-01-08,2018-01-13,Bay Area,RSV,2018,1,198
14528,2017-2018,2018-01-08,2018-01-13,Central,Adenovirus,2018,1,3
14529,2017-2018,2018-01-08,2018-01-13,Central,Coronavirus_229E,2018,1,0
14530,2017-2018,2018-01-08,2018-01-13,Central,Coronavirus_HKU1,2018,1,2
14531,2017-2018,2018-01-08,2018-01-13,Central,Coronavirus_NL63,2018,1,5
14532,2017-2018,2018-01-08,2018-01-13,Central,Coronavirus_OC43,2018,1,3
14533,2017-2018,2018-01-08,2018-01-13,Central,Coronavirus_UnknownType,2018,1,0
14534,2017-2018,2018-01-08,2018-01-13,Central,Enterovirus_Rhinovirus,2018,1,8
14535,2017-2018,2018-01-08,2018-01-13,Central,HMPV,2018,1,3
14536,2017-2018,2018-01-08,2018-01-13,Central,Influenza_A,2018,1,166
14537,2017-2018,2018-01-08,2018-01-13,Central,Influenza_B,2018,1,101
14538,2017-2018,2018-01-08,2018-01-13,Central,Parainfluenza_1,2018,1,0
14539,2017-2018,2018-01-08,2018-01-13,Central,Parainfluenza_2,2018,1,0
14540,2017-2018,2018-01-08,2018-01-13,Central,Parainfluenza_3,2018,1,2
14541,2017-2018,2018-01-08,2018-01-13,Central,Parainfluenza_4,2018,1,0
14542,2017-2018,2018-01-08,2018-01-13,Central,Parainfluenza_UnknownType,2018,1,0
14543,2017-2018,2018-01-08,2018-01-13,Central,RSV,2018,1,60
14544,2017-2018,2018-01-08,2018-01-13,Northern,Adenovirus,2018,1,1
14545,2017-2018,2018-01-08,2018-01-13,Northern,Coronavirus_229E,2018,1,0
14546,2017-2018,2018-01-08,2018-01-13,Northern,Coronavirus_HKU1,2018,1,0
14547,2017-2018,2018-01-08,2018-01-13,Northern,Coronavirus_NL63,2018,1,0
14548,2017-2018,2018-01-08,2018-01-13,Northern,Coronavirus_OC43,2018,1,0
14549,2017-2018,2018-01-08,2018-01-13,Northern,Coronavirus_UnknownType,2018,1,0
14550,2017-2018,2018-01-08,2018-01-13,Northern,Enterovirus_Rhinovirus,2018,1,6
14551,2017-2018,2018-01-08,2018-01-13,Northern,HMPV,2018,1,0
14552,2017-2018,2018-01-08,2018-01-13,Northern,Influenza_A,2018,1,124
14553,2017-2018,2018-01-08,2018-01-13,Northern,Influenza_B,2018,1,52
14554,2017-2018,2018-01-08,2018-01-13,Northern,Parainfluenza_1,2018,1,0
14555,2017-2018,2018-01-08,2018-01-13,Northern,Parainfluenza_2,2018,1,0
14556,2017-2018,2018-01-08,2018-01-13,Northern,Parainfluenza_3,2018,1,1
14557,2017-2018,2018-01-08,2018-01-13,Northern,Parainfluenza_4,2018,1,0
14558,2017-2018,2018-01-08,2018-01-13,Northern,Parainfluenza_UnknownType,2018,1,0
14559,2017-2018,2018-01-08,2018-01-13,Northern,RSV,2018,1,47
14560,2017-2018,2018-01-08,2018-01-13,Southern,Adenovirus,2018,1,28
14561,2017-2018,2018-01-08,2018-01-13,Southern,Coronavirus_229E,2018,1,0
14562,2017-2018,2018-01-08,2018-01-13,Southern,Coronavirus_HKU1,2018,1,18
14563,2017-2018,2018-01-08,2018-01-13,Southern,Coronavirus_NL63,2018,1,4
14564,2017-2018,2018-01-08,2018-01-13,Southern,Coronavirus_OC43,2018,1,0
14565,2017-2018,2018-01-08,2018-01-13,Southern,Coronavirus_UnknownType,2018,1,128
14566,2017-2018,2018-01-08,2018-01-13,Southern,Enterovirus_Rhinovirus,2018,1,168
14567,2017-2018,2018-01-08,2018-01-13,Southern,HMPV,2018,1,36
14568,2017-2018,2018-01-08,2018-01-13,Southern,Influenza_A,2018,1,895
14569,2017-2018,2018-01-08,2018-01-13,Southern,Influenza_B,2018,1,289
14570,2017-2018,2018-01-08,2018-01-13,Southern,Parainfluenza_1,2018,1,13
14571,2017-2018,2018-01-08,2018-01-13,Southern,Parainfluenza_2,2018,1,2
14572,2017-2018,2018-01-08,2018-01-13,Southern,Parainfluenza_3,2018,1,4
14573,2017-2018,2018-01-08,2018-01-13,Southern,Parainfluenza_4,2018,1,10
14574,2017-2018,2018-01-08,2018-01-13,Southern,Parainfluenza_UnknownType,2018,1,0
14575,2017-2018,2018-01-08,2018-01-13,Southern,RSV,2018,1,309
14576,2017-2018,2018-01-15,2018-01-20,Bay Area,Adenovirus,2018,1,1
14577,2017-2018,2018-01-15,2018-01-20,Bay Area,Coronavirus_229E,2018,1,0
14578,2017-2018,2018-01-15,2018-01-20,Bay Area,Coronavirus_HKU1,2018,1,0
14579,2017-2018,2018-01-15,2018-01-20,Bay Area,Coronavirus_NL63,2018,1,0
14580,2017-2018,2018-01-15,2018-01-20,Bay Area,Coronavirus_OC43,2018,1,0
14581,2017-2018,2018-01-15,2018-01-20,Bay Area,Coronavirus_UnknownType,2018,1,0
14582,2017-2018,2018-01-15,2018-01-20,Bay Area,Enterovirus_Rhinovirus,2018,1,11
14583,2017-2018,2018-01-15,2018-01-20,Bay Area,HMPV,2018,1,8
14584,2017-2018,2018-01-15,2018-01-20,Bay Area,Influenza_A,2018,1,374
14585,2017-2018,2018-01-15,2018-01-20,Bay Area,Influenza_B,2018,1,232
14586,2017-2018,2018-01-15,2018-01-20,Bay Area,Parainfluenza_1,2018,1,1
14587,2017-2018,2018-01-15,2018-01-20,Bay Area,Parainfluenza_2,2018,1,0
14588,2017-2018,2018-01-15,2018-01-20,Bay Area,Parainfluenza_3,2018,1,2
14589,2017-2018,2018-01-15,2018-01-20,Bay Area,Parainfluenza_4,2018,1,0
14590,2017-2018,2018-01-15,2018-01-20,Bay Area,Parainfluenza_UnknownType,2018,1,0
14591,2017-2018,2018-01-15,2018-01-20,Bay Area,RSV,2018,1,232
14592,2017-2018,2018-01-15,2018-01-20,Central,Adenovirus,2018,1,2
14593,2017-2018,2018-01-15,2018-01-20,Central,Coronavirus_229E,2018,1,0
14594,2017-2018,2018-01-15,2018-01-20,Central,Coronavirus_HKU1,2018,1,1
14595,2017-2018,2018-01-15,2018-01-20,Central,Coronavirus_NL63,2018,1,3
14596,2017-2018,2018-01-15,2018-01-20,Central,Coronavirus_OC43,2018,1,4
14597,2017-2018,2018-01-15,2018-01-20,Central,Coronavirus_UnknownType,2018,1,0
14598,2017-2018,2018-01-15,2018-01-20,Central,Enterovirus_Rhinovirus,2018,1,12
14599,2017-2018,2018-01-15,2018-01-20,Central,HMPV,2018,1,12
14600,2017-2018,2018-01-15,2018-01-20,Central,Influenza_A,2018,1,157
