season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2016-2017,201730,07/29/17,Bay Area,Influenza_B,1,157,0.64
2016-2017,201730,07/29/17,Bay Area,Total_Influenza,3,157,1.91
2016-2017,201730,07/29/17,Bay Area,RSV,0,149,0.00
2016-2017,201730,07/29/17,Bay Area,Adenovirus,7,139,5.04
2016-2017,201730,07/29/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201730,07/29/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201730,07/29/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201730,07/29/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201730,07/29/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201730,07/29/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201730,07/29/17,Bay Area,Enterovirus_Rhinovirus,21,139,15.11
2016-2017,201730,07/29/17,Bay Area,HMPV,0,139,0.00
2016-2017,201730,07/29/17,Bay Area,Parainfluenza_1,1,139,0.72
2016-2017,201730,07/29/17,Bay Area,Parainfluenza_2,0,139,0.00
2016-2017,201730,07/29/17,Bay Area,Parainfluenza_3,1,139,0.72
2016-2017,201730,07/29/17,Bay Area,Parainfluenza_4,0,139,0.00
2016-2017,201730,07/29/17,Bay Area,Parainfluenza_UnknownType,0,139,0.00
2016-2017,201730,07/29/17,Bay Area,Total_Parainfluenza,2,139,1.44
2016-2017,201730,07/29/17,California,Influenza_A,5,602,0.83
2016-2017,201730,07/29/17,California,Influenza_B,4,602,0.66
2016-2017,201730,07/29/17,California,Total_Influenza,9,602,1.50
2016-2017,201730,07/29/17,California,RSV,1,524,0.19
2016-2017,201730,07/29/17,California,Adenovirus,26,476,5.46
2016-2017,201730,07/29/17,California,Coronavirus_HKU1,0,169,0.00
2016-2017,201730,07/29/17,California,Coronavirus_NL63,0,169,0.00
2016-2017,201730,07/29/17,California,Coronavirus_OC43,1,169,0.59
2016-2017,201730,07/29/17,California,Coronavirus_229E,0,169,0.00
2016-2017,201730,07/29/17,California,Coronavirus_UnknownType,1,169,0.59
2016-2017,201730,07/29/17,California,Total_Coronavirus,2,169,1.18
2016-2017,201730,07/29/17,California,Enterovirus_Rhinovirus,77,476,16.18
2016-2017,201730,07/29/17,California,HMPV,2,476,0.42
2016-2017,201730,07/29/17,California,Parainfluenza_1,8,476,1.68
2016-2017,201730,07/29/17,California,Parainfluenza_2,0,476,0.00
2016-2017,201730,07/29/17,California,Parainfluenza_3,10,476,2.10
2016-2017,201730,07/29/17,California,Parainfluenza_4,1,476,0.21
2016-2017,201730,07/29/17,California,Parainfluenza_UnknownType,0,476,0.00
2016-2017,201730,07/29/17,California,Total_Parainfluenza,19,476,3.99
2016-2017,201730,07/29/17,Central,Influenza_A,0,45,0.00
2016-2017,201730,07/29/17,Central,Influenza_B,0,45,0.00
2016-2017,201730,07/29/17,Central,Total_Influenza,0,45,0.00
2016-2017,201730,07/29/17,Central,RSV,0,44,0.00
2016-2017,201730,07/29/17,Central,Adenovirus,7,44,15.91
2016-2017,201730,07/29/17,Central,Coronavirus_HKU1,0,37,0.00
2016-2017,201730,07/29/17,Central,Coronavirus_NL63,0,37,0.00
2016-2017,201730,07/29/17,Central,Coronavirus_OC43,1,37,2.70
2016-2017,201730,07/29/17,Central,Coronavirus_229E,0,37,0.00
2016-2017,201730,07/29/17,Central,Coronavirus_UnknownType,0,37,0.00
2016-2017,201730,07/29/17,Central,Total_Coronavirus,1,37,2.70
2016-2017,201730,07/29/17,Central,Enterovirus_Rhinovirus,10,44,22.73
2016-2017,201730,07/29/17,Central,HMPV,0,44,0.00
2016-2017,201730,07/29/17,Central,Parainfluenza_1,0,44,0.00
2016-2017,201730,07/29/17,Central,Parainfluenza_2,0,44,0.00
2016-2017,201730,07/29/17,Central,Parainfluenza_3,4,44,9.09
2016-2017,201730,07/29/17,Central,Parainfluenza_4,0,44,0.00
2016-2017,201730,07/29/17,Central,Parainfluenza_UnknownType,0,44,0.00
2016-2017,201730,07/29/17,Central,Total_Parainfluenza,4,44,9.09
2016-2017,201730,07/29/17,Lower Southern,Influenza_A,2,122,1.64
2016-2017,201730,07/29/17,Lower Southern,Influenza_B,1,122,0.82
2016-2017,201730,07/29/17,Lower Southern,Total_Influenza,3,122,2.46
2016-2017,201730,07/29/17,Lower Southern,RSV,0,69,0.00
2016-2017,201730,07/29/17,Lower Southern,Adenovirus,3,59,5.08
2016-2017,201730,07/29/17,Lower Southern,Coronavirus_HKU1,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Coronavirus_NL63,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Coronavirus_OC43,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Coronavirus_229E,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Coronavirus_UnknownType,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Total_Coronavirus,0,24,0.00
2016-2017,201730,07/29/17,Lower Southern,Enterovirus_Rhinovirus,18,59,30.51
2016-2017,201730,07/29/17,Lower Southern,HMPV,0,59,0.00
2016-2017,201730,07/29/17,Lower Southern,Parainfluenza_1,4,59,6.78
2016-2017,201730,07/29/17,Lower Southern,Parainfluenza_2,0,59,0.00
2016-2017,201730,07/29/17,Lower Southern,Parainfluenza_3,0,59,0.00
2016-2017,201730,07/29/17,Lower Southern,Parainfluenza_4,0,59,0.00
2016-2017,201730,07/29/17,Lower Southern,Parainfluenza_UnknownType,0,59,0.00
2016-2017,201730,07/29/17,Lower Southern,Total_Parainfluenza,4,59,6.78
2016-2017,201730,07/29/17,Northern,Influenza_A,0,29,0.00
2016-2017,201730,07/29/17,Northern,Influenza_B,1,29,3.45
2016-2017,201730,07/29/17,Northern,Total_Influenza,1,29,3.45
2016-2017,201730,07/29/17,Northern,RSV,0,23,0.00
2016-2017,201730,07/29/17,Northern,Adenovirus,2,23,8.70
2016-2017,201730,07/29/17,Northern,Coronavirus_HKU1,0,0,
2016-2017,201730,07/29/17,Northern,Coronavirus_NL63,0,0,
2016-2017,201730,07/29/17,Northern,Coronavirus_OC43,0,0,
2016-2017,201730,07/29/17,Northern,Coronavirus_229E,0,0,
2016-2017,201730,07/29/17,Northern,Coronavirus_UnknownType,0,0,
2016-2017,201730,07/29/17,Northern,Total_Coronavirus,0,0,
2016-2017,201730,07/29/17,Northern,Enterovirus_Rhinovirus,4,23,17.39
2016-2017,201730,07/29/17,Northern,HMPV,0,23,0.00
2016-2017,201730,07/29/17,Northern,Parainfluenza_1,0,23,0.00
2016-2017,201730,07/29/17,Northern,Parainfluenza_2,0,23,0.00
2016-2017,201730,07/29/17,Northern,Parainfluenza_3,0,23,0.00
2016-2017,201730,07/29/17,Northern,Parainfluenza_4,0,23,0.00
2016-2017,201730,07/29/17,Northern,Parainfluenza_UnknownType,0,23,0.00
2016-2017,201730,07/29/17,Northern,Total_Parainfluenza,0,23,0.00
2016-2017,201730,07/29/17,Upper Southern,Influenza_A,1,249,0.40
2016-2017,201730,07/29/17,Upper Southern,Influenza_B,1,249,0.40
2016-2017,201730,07/29/17,Upper Southern,Total_Influenza,2,249,0.80
2016-2017,201730,07/29/17,Upper Southern,RSV,1,239,0.42
2016-2017,201730,07/29/17,Upper Southern,Adenovirus,7,211,3.32
2016-2017,201730,07/29/17,Upper Southern,Coronavirus_HKU1,0,108,0.00
2016-2017,201730,07/29/17,Upper Southern,Coronavirus_NL63,0,108,0.00
2016-2017,201730,07/29/17,Upper Southern,Coronavirus_OC43,0,108,0.00
2016-2017,201730,07/29/17,Upper Southern,Coronavirus_229E,0,108,0.00
2016-2017,201730,07/29/17,Upper Southern,Coronavirus_UnknownType,1,108,0.93
2016-2017,201730,07/29/17,Upper Southern,Total_Coronavirus,1,108,0.93
2016-2017,201730,07/29/17,Upper Southern,Enterovirus_Rhinovirus,24,211,11.37
2016-2017,201730,07/29/17,Upper Southern,HMPV,2,211,0.95
2016-2017,201730,07/29/17,Upper Southern,Parainfluenza_1,3,211,1.42
2016-2017,201730,07/29/17,Upper Southern,Parainfluenza_2,0,211,0.00
2016-2017,201730,07/29/17,Upper Southern,Parainfluenza_3,5,211,2.37
2016-2017,201730,07/29/17,Upper Southern,Parainfluenza_4,1,211,0.47
2016-2017,201730,07/29/17,Upper Southern,Parainfluenza_UnknownType,0,211,0.00
2016-2017,201730,07/29/17,Upper Southern,Total_Parainfluenza,9,211,4.27
2016-2017,201730,07/29/17,Upper/Lower Southern,Influenza_A,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Influenza_B,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Total_Influenza,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,RSV,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Adenovirus,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Coronavirus_NL63,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Coronavirus_OC43,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Coronavirus_229E,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Total_Coronavirus,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,HMPV,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Parainfluenza_1,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Parainfluenza_2,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Parainfluenza_3,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Parainfluenza_4,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2016-2017,201730,07/29/17,Upper/Lower Southern,Total_Parainfluenza,0,0,
2016-2017,201731,08/05/17,Bay Area,Influenza_A,4,140,2.86
2016-2017,201731,08/05/17,Bay Area,Influenza_B,0,140,0.00
2016-2017,201731,08/05/17,Bay Area,Total_Influenza,4,140,2.86
2016-2017,201731,08/05/17,Bay Area,RSV,0,138,0.00
2016-2017,201731,08/05/17,Bay Area,Adenovirus,6,128,4.69
2016-2017,201731,08/05/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201731,08/05/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201731,08/05/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201731,08/05/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201731,08/05/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201731,08/05/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201731,08/05/17,Bay Area,Enterovirus_Rhinovirus,14,128,10.94
2016-2017,201731,08/05/17,Bay Area,HMPV,0,128,0.00
2016-2017,201731,08/05/17,Bay Area,Parainfluenza_1,0,128,0.00
2016-2017,201731,08/05/17,Bay Area,Parainfluenza_2,0,128,0.00
2016-2017,201731,08/05/17,Bay Area,Parainfluenza_3,2,128,1.56
2016-2017,201731,08/05/17,Bay Area,Parainfluenza_4,0,128,0.00
2016-2017,201731,08/05/17,Bay Area,Parainfluenza_UnknownType,0,128,0.00
2016-2017,201731,08/05/17,Bay Area,Total_Parainfluenza,2,128,1.56
2016-2017,201731,08/05/17,California,Influenza_A,6,546,1.10
2016-2017,201731,08/05/17,California,Influenza_B,1,546,0.18
2016-2017,201731,08/05/17,California,Total_Influenza,7,546,1.28
2016-2017,201731,08/05/17,California,RSV,2,507,0.39
2016-2017,201731,08/05/17,California,Adenovirus,28,458,6.11
2016-2017,201731,08/05/17,California,Coronavirus_HKU1,0,166,0.00
2016-2017,201731,08/05/17,California,Coronavirus_NL63,0,166,0.00
2016-2017,201731,08/05/17,California,Coronavirus_OC43,0,166,0.00
2016-2017,201731,08/05/17,California,Coronavirus_229E,0,166,0.00
2016-2017,201731,08/05/17,California,Coronavirus_UnknownType,0,166,0.00
2016-2017,201731,08/05/17,California,Total_Coronavirus,0,166,0.00
2016-2017,201731,08/05/17,California,Enterovirus_Rhinovirus,67,458,14.63
2016-2017,201731,08/05/17,California,HMPV,2,458,0.44
2016-2017,201731,08/05/17,California,Parainfluenza_1,6,458,1.31
2016-2017,201731,08/05/17,California,Parainfluenza_2,0,458,0.00
2016-2017,201731,08/05/17,California,Parainfluenza_3,9,458,1.97
2016-2017,201731,08/05/17,California,Parainfluenza_4,4,458,0.87
2016-2017,201731,08/05/17,California,Parainfluenza_UnknownType,0,458,0.00
2016-2017,201731,08/05/17,California,Total_Parainfluenza,19,458,4.15
2016-2017,201731,08/05/17,Central,Influenza_A,0,36,0.00
2016-2017,201731,08/05/17,Central,Influenza_B,0,36,0.00
2016-2017,201731,08/05/17,Central,Total_Influenza,0,36,0.00
2016-2017,201731,08/05/17,Central,RSV,0,36,0.00
2016-2017,201731,08/05/17,Central,Adenovirus,8,36,22.22
2016-2017,201731,08/05/17,Central,Coronavirus_HKU1,0,26,0.00
2016-2017,201731,08/05/17,Central,Coronavirus_NL63,0,26,0.00
2016-2017,201731,08/05/17,Central,Coronavirus_OC43,0,26,0.00
2016-2017,201731,08/05/17,Central,Coronavirus_229E,0,26,0.00
2016-2017,201731,08/05/17,Central,Coronavirus_UnknownType,0,26,0.00
2016-2017,201731,08/05/17,Central,Total_Coronavirus,0,26,0.00
2016-2017,201731,08/05/17,Central,Enterovirus_Rhinovirus,5,36,13.89
2016-2017,201731,08/05/17,Central,HMPV,1,36,2.78
2016-2017,201731,08/05/17,Central,Parainfluenza_1,1,36,2.78
2016-2017,201731,08/05/17,Central,Parainfluenza_2,0,36,0.00
2016-2017,201731,08/05/17,Central,Parainfluenza_3,0,36,0.00
2016-2017,201731,08/05/17,Central,Parainfluenza_4,3,36,8.33
2016-2017,201731,08/05/17,Central,Parainfluenza_UnknownType,0,36,0.00
2016-2017,201731,08/05/17,Central,Total_Parainfluenza,4,36,11.11
2016-2017,201731,08/05/17,Lower Southern,Influenza_A,2,113,1.77
2016-2017,201731,08/05/17,Lower Southern,Influenza_B,0,113,0.00
2016-2017,201731,08/05/17,Lower Southern,Total_Influenza,2,113,1.77
2016-2017,201731,08/05/17,Lower Southern,RSV,1,84,1.19
2016-2017,201731,08/05/17,Lower Southern,Adenovirus,3,70,4.29
2016-2017,201731,08/05/17,Lower Southern,Coronavirus_HKU1,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Coronavirus_NL63,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Coronavirus_OC43,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Coronavirus_229E,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Coronavirus_UnknownType,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Total_Coronavirus,0,31,0.00
2016-2017,201731,08/05/17,Lower Southern,Enterovirus_Rhinovirus,16,70,22.86
2016-2017,201731,08/05/17,Lower Southern,HMPV,1,70,1.43
2016-2017,201731,08/05/17,Lower Southern,Parainfluenza_1,1,70,1.43
2016-2017,201731,08/05/17,Lower Southern,Parainfluenza_2,0,70,0.00
2016-2017,201731,08/05/17,Lower Southern,Parainfluenza_3,0,70,0.00
2016-2017,201731,08/05/17,Lower Southern,Parainfluenza_4,0,70,0.00
2016-2017,201731,08/05/17,Lower Southern,Parainfluenza_UnknownType,0,70,0.00
2016-2017,201731,08/05/17,Lower Southern,Total_Parainfluenza,1,70,1.43
2016-2017,201731,08/05/17,Northern,Influenza_A,0,20,0.00
2016-2017,201731,08/05/17,Northern,Influenza_B,0,20,0.00
2016-2017,201731,08/05/17,Northern,Total_Influenza,0,20,0.00
2016-2017,201731,08/05/17,Northern,RSV,0,18,0.00
2016-2017,201731,08/05/17,Northern,Adenovirus,3,17,17.65
2016-2017,201731,08/05/17,Northern,Coronavirus_HKU1,0,0,
2016-2017,201731,08/05/17,Northern,Coronavirus_NL63,0,0,
2016-2017,201731,08/05/17,Northern,Coronavirus_OC43,0,0,
2016-2017,201731,08/05/17,Northern,Coronavirus_229E,0,0,
2016-2017,201731,08/05/17,Northern,Coronavirus_UnknownType,0,0,
2016-2017,201731,08/05/17,Northern,Total_Coronavirus,0,0,
2016-2017,201731,08/05/17,Northern,Enterovirus_Rhinovirus,1,17,5.88
2016-2017,201731,08/05/17,Northern,HMPV,0,17,0.00
2016-2017,201731,08/05/17,Northern,Parainfluenza_1,0,17,0.00
2016-2017,201731,08/05/17,Northern,Parainfluenza_2,0,17,0.00
2016-2017,201731,08/05/17,Northern,Parainfluenza_3,0,17,0.00
2016-2017,201731,08/05/17,Northern,Parainfluenza_4,0,17,0.00
2016-2017,201731,08/05/17,Northern,Parainfluenza_UnknownType,0,17,0.00
2016-2017,201731,08/05/17,Northern,Total_Parainfluenza,0,17,0.00
2016-2017,201731,08/05/17,Upper Southern,Influenza_A,0,237,0.00
2016-2017,201731,08/05/17,Upper Southern,Influenza_B,1,237,0.42
2016-2017,201731,08/05/17,Upper Southern,Total_Influenza,1,237,0.42
2016-2017,201731,08/05/17,Upper Southern,RSV,1,231,0.43
2016-2017,201731,08/05/17,Upper Southern,Adenovirus,8,207,3.86
2016-2017,201731,08/05/17,Upper Southern,Coronavirus_HKU1,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Coronavirus_NL63,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Coronavirus_OC43,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Coronavirus_229E,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Coronavirus_UnknownType,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Total_Coronavirus,0,109,0.00
2016-2017,201731,08/05/17,Upper Southern,Enterovirus_Rhinovirus,31,207,14.98
2016-2017,201731,08/05/17,Upper Southern,HMPV,0,207,0.00
2016-2017,201731,08/05/17,Upper Southern,Parainfluenza_1,4,207,1.93
2016-2017,201731,08/05/17,Upper Southern,Parainfluenza_2,0,207,0.00
2016-2017,201731,08/05/17,Upper Southern,Parainfluenza_3,7,207,3.38
2016-2017,201731,08/05/17,Upper Southern,Parainfluenza_4,1,207,0.48
2016-2017,201731,08/05/17,Upper Southern,Parainfluenza_UnknownType,0,207,0.00
2016-2017,201731,08/05/17,Upper Southern,Total_Parainfluenza,12,207,5.80
2016-2017,201731,08/05/17,Upper/Lower Southern,Influenza_A,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Influenza_B,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Total_Influenza,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,RSV,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Adenovirus,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Coronavirus_NL63,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Coronavirus_OC43,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Coronavirus_229E,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Total_Coronavirus,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,HMPV,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Parainfluenza_1,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Parainfluenza_2,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Parainfluenza_3,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Parainfluenza_4,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2016-2017,201731,08/05/17,Upper/Lower Southern,Total_Parainfluenza,0,0,
2016-2017,201732,08/12/17,Bay Area,Influenza_A,4,157,2.55
2016-2017,201732,08/12/17,Bay Area,Influenza_B,2,157,1.27
2016-2017,201732,08/12/17,Bay Area,Total_Influenza,6,157,3.82
2016-2017,201732,08/12/17,Bay Area,RSV,0,148,0.00
2016-2017,201732,08/12/17,Bay Area,Adenovirus,3,142,2.11
2016-2017,201732,08/12/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201732,08/12/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201732,08/12/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201732,08/12/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201732,08/12/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201732,08/12/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201732,08/12/17,Bay Area,Enterovirus_Rhinovirus,17,142,11.97
2016-2017,201732,08/12/17,Bay Area,HMPV,0,142,0.00
2016-2017,201732,08/12/17,Bay Area,Parainfluenza_1,1,142,0.70
2016-2017,201732,08/12/17,Bay Area,Parainfluenza_2,1,142,0.70
2016-2017,201732,08/12/17,Bay Area,Parainfluenza_3,3,142,2.11
2016-2017,201732,08/12/17,Bay Area,Parainfluenza_4,0,142,0.00
2016-2017,201732,08/12/17,Bay Area,Parainfluenza_UnknownType,0,142,0.00
2016-2017,201732,08/12/17,Bay Area,Total_Parainfluenza,5,142,3.52
2016-2017,201732,08/12/17,California,Influenza_A,8,576,1.39
2016-2017,201732,08/12/17,California,Influenza_B,5,576,0.87
2016-2017,201732,08/12/17,California,Total_Influenza,13,576,2.26
2016-2017,201732,08/12/17,California,RSV,1,510,0.20
2016-2017,201732,08/12/17,California,Adenovirus,11,474,2.32
2016-2017,201732,08/12/17,California,Coronavirus_HKU1,0,176,0.00
2016-2017,201732,08/12/17,California,Coronavirus_NL63,0,176,0.00
2016-2017,201732,08/12/17,California,Coronavirus_OC43,0,176,0.00
2016-2017,201732,08/12/17,California,Coronavirus_229E,0,176,0.00
2016-2017,201732,08/12/17,California,Coronavirus_UnknownType,0,176,0.00
2016-2017,201732,08/12/17,California,Total_Coronavirus,0,176,0.00
2016-2017,201732,08/12/17,California,Enterovirus_Rhinovirus,81,474,17.09
2016-2017,201732,08/12/17,California,HMPV,1,474,0.21
2016-2017,201732,08/12/17,California,Parainfluenza_1,6,474,1.27
2016-2017,201732,08/12/17,California,Parainfluenza_2,2,474,0.42
2016-2017,201732,08/12/17,California,Parainfluenza_3,10,474,2.11
2016-2017,201732,08/12/17,California,Parainfluenza_4,1,474,0.21
2016-2017,201732,08/12/17,California,Parainfluenza_UnknownType,0,474,0.00
2016-2017,201732,08/12/17,California,Total_Parainfluenza,19,474,4.01
2016-2017,201732,08/12/17,Central,Influenza_A,0,40,0.00
2016-2017,201732,08/12/17,Central,Influenza_B,0,40,0.00
2016-2017,201732,08/12/17,Central,Total_Influenza,0,40,0.00
2016-2017,201732,08/12/17,Central,RSV,0,40,0.00
2016-2017,201732,08/12/17,Central,Adenovirus,3,40,7.50
2016-2017,201732,08/12/17,Central,Coronavirus_HKU1,0,33,0.00
2016-2017,201732,08/12/17,Central,Coronavirus_NL63,0,33,0.00
2016-2017,201732,08/12/17,Central,Coronavirus_OC43,0,33,0.00
2016-2017,201732,08/12/17,Central,Coronavirus_229E,0,33,0.00
2016-2017,201732,08/12/17,Central,Coronavirus_UnknownType,0,33,0.00
2016-2017,201732,08/12/17,Central,Total_Coronavirus,0,33,0.00
2016-2017,201732,08/12/17,Central,Enterovirus_Rhinovirus,9,40,22.50
2016-2017,201732,08/12/17,Central,HMPV,0,40,0.00
2016-2017,201732,08/12/17,Central,Parainfluenza_1,0,40,0.00
2016-2017,201732,08/12/17,Central,Parainfluenza_2,0,40,0.00
2016-2017,201732,08/12/17,Central,Parainfluenza_3,1,40,2.50
2016-2017,201732,08/12/17,Central,Parainfluenza_4,0,40,0.00
2016-2017,201732,08/12/17,Central,Parainfluenza_UnknownType,0,40,0.00
2016-2017,201732,08/12/17,Central,Total_Parainfluenza,1,40,2.50
2016-2017,201732,08/12/17,Lower Southern,Influenza_A,2,118,1.69
2016-2017,201732,08/12/17,Lower Southern,Influenza_B,1,118,0.85
2016-2017,201732,08/12/17,Lower Southern,Total_Influenza,3,118,2.54
2016-2017,201732,08/12/17,Lower Southern,RSV,0,75,0.00
2016-2017,201732,08/12/17,Lower Southern,Adenovirus,1,62,1.61
2016-2017,201732,08/12/17,Lower Southern,Coronavirus_HKU1,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Coronavirus_NL63,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Coronavirus_OC43,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Coronavirus_229E,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Coronavirus_UnknownType,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Total_Coronavirus,0,25,0.00
2016-2017,201732,08/12/17,Lower Southern,Enterovirus_Rhinovirus,17,62,27.42
2016-2017,201732,08/12/17,Lower Southern,HMPV,0,62,0.00
2016-2017,201732,08/12/17,Lower Southern,Parainfluenza_1,0,62,0.00
2016-2017,201732,08/12/17,Lower Southern,Parainfluenza_2,1,62,1.61
2016-2017,201732,08/12/17,Lower Southern,Parainfluenza_3,3,62,4.84
2016-2017,201732,08/12/17,Lower Southern,Parainfluenza_4,0,62,0.00
2016-2017,201732,08/12/17,Lower Southern,Parainfluenza_UnknownType,0,62,0.00
2016-2017,201732,08/12/17,Lower Southern,Total_Parainfluenza,4,62,6.45
2016-2017,201732,08/12/17,Northern,Influenza_A,0,18,0.00
2016-2017,201732,08/12/17,Northern,Influenza_B,0,18,0.00
2016-2017,201732,08/12/17,Northern,Total_Influenza,0,18,0.00
2016-2017,201732,08/12/17,Northern,RSV,0,16,0.00
2016-2017,201732,08/12/17,Northern,Adenovirus,1,16,6.25
2016-2017,201732,08/12/17,Northern,Coronavirus_HKU1,0,0,
2016-2017,201732,08/12/17,Northern,Coronavirus_NL63,0,0,
2016-2017,201732,08/12/17,Northern,Coronavirus_OC43,0,0,
2016-2017,201732,08/12/17,Northern,Coronavirus_229E,0,0,
2016-2017,201732,08/12/17,Northern,Coronavirus_UnknownType,0,0,
2016-2017,201732,08/12/17,Northern,Total_Coronavirus,0,0,
2016-2017,201732,08/12/17,Northern,Enterovirus_Rhinovirus,3,16,18.75
2016-2017,201732,08/12/17,Northern,HMPV,0,16,0.00
2016-2017,201732,08/12/17,Northern,Parainfluenza_1,0,16,0.00
2016-2017,201732,08/12/17,Northern,Parainfluenza_2,0,16,0.00
2016-2017,201732,08/12/17,Northern,Parainfluenza_3,0,16,0.00
2016-2017,201732,08/12/17,Northern,Parainfluenza_4,0,16,0.00
2016-2017,201732,08/12/17,Northern,Parainfluenza_UnknownType,0,16,0.00
2016-2017,201732,08/12/17,Northern,Total_Parainfluenza,0,16,0.00
2016-2017,201732,08/12/17,Upper Southern,Influenza_A,2,243,0.82
2016-2017,201732,08/12/17,Upper Southern,Influenza_B,2,243,0.82
2016-2017,201732,08/12/17,Upper Southern,Total_Influenza,4,243,1.65
2016-2017,201732,08/12/17,Upper Southern,RSV,1,231,0.43
2016-2017,201732,08/12/17,Upper Southern,Adenovirus,3,214,1.40
2016-2017,201732,08/12/17,Upper Southern,Coronavirus_HKU1,0,118,0.00
2016-2017,201732,08/12/17,Upper Southern,Coronavirus_NL63,0,118,0.00
2016-2017,201732,08/12/17,Upper Southern,Coronavirus_OC43,0,118,0.00
2016-2017,201732,08/12/17,Upper Southern,Coronavirus_229E,0,118,0.00
2016-2017,201732,08/12/17,Upper Southern,Coronavirus_UnknownType,0,118,0.00
2016-2017,201732,08/12/17,Upper Southern,Total_Coronavirus,0,118,0.00
