,date_code,region,Respiratory_Virus,Number_Positive
2884,2017-05,Central,Coronavirus_OC43,3
2885,2017-05,Central,Coronavirus_UnknownType,0
2886,2017-05,Central,Enterovirus_Rhinovirus,73
2887,2017-05,Central,HMPV,20
2888,2017-05,Central,Influenza_A,0
2889,2017-05,Central,Influenza_B,33
2890,2017-05,Central,Parainfluenza_1,0
2891,2017-05,Central,Parainfluenza_2,0
2892,2017-05,Central,Parainfluenza_3,14
2893,2017-05,Central,Parainfluenza_4,0
2894,2017-05,Central,Parainfluenza_UnknownType,0
2895,2017-05,Central,RSV,2
2896,2017-05,Northern,Adenovirus,11
2897,2017-05,Northern,Coronavirus_229E,0
2898,2017-05,Northern,Coronavirus_HKU1,0
2899,2017-05,Northern,Coronavirus_NL63,0
2900,2017-05,Northern,Coronavirus_OC43,0
2901,2017-05,Northern,Coronavirus_UnknownType,0
2902,2017-05,Northern,Enterovirus_Rhinovirus,39
2903,2017-05,Northern,HMPV,8
2904,2017-05,Northern,Influenza_A,1
2905,2017-05,Northern,Influenza_B,17
2906,2017-05,Northern,Parainfluenza_1,0
2907,2017-05,Northern,Parainfluenza_2,0
2908,2017-05,Northern,Parainfluenza_3,4
2909,2017-05,Northern,Parainfluenza_4,0
2910,2017-05,Northern,Parainfluenza_UnknownType,0
2911,2017-05,Northern,RSV,3
2912,2017-05,Southern,Adenovirus,122
2913,2017-05,Southern,Coronavirus_229E,2
2914,2017-05,Southern,Coronavirus_HKU1,3
2915,2017-05,Southern,Coronavirus_NL63,2
2916,2017-05,Southern,Coronavirus_OC43,3
2917,2017-05,Southern,Coronavirus_UnknownType,40
2918,2017-05,Southern,Enterovirus_Rhinovirus,693
2919,2017-05,Southern,HMPV,166
2920,2017-05,Southern,Influenza_A,42
2921,2017-05,Southern,Influenza_B,165
2922,2017-05,Southern,Parainfluenza_1,10
2923,2017-05,Southern,Parainfluenza_2,2
2924,2017-05,Southern,Parainfluenza_3,205
2925,2017-05,Southern,Parainfluenza_4,1
2926,2017-05,Southern,Parainfluenza_UnknownType,0
2927,2017-05,Southern,RSV,29
2928,2017-06,Bay Area,Adenovirus,44
2929,2017-06,Bay Area,Coronavirus_229E,0
2930,2017-06,Bay Area,Coronavirus_HKU1,0
2931,2017-06,Bay Area,Coronavirus_NL63,0
2932,2017-06,Bay Area,Coronavirus_OC43,0
2933,2017-06,Bay Area,Coronavirus_UnknownType,0
2934,2017-06,Bay Area,Enterovirus_Rhinovirus,123
2935,2017-06,Bay Area,HMPV,5
2936,2017-06,Bay Area,Influenza_A,10
2937,2017-06,Bay Area,Influenza_B,59
2938,2017-06,Bay Area,Parainfluenza_1,7
2939,2017-06,Bay Area,Parainfluenza_2,1
2940,2017-06,Bay Area,Parainfluenza_3,30
2941,2017-06,Bay Area,Parainfluenza_4,0
2942,2017-06,Bay Area,Parainfluenza_UnknownType,0
2943,2017-06,Bay Area,RSV,4
2944,2017-06,Central,Adenovirus,16
2945,2017-06,Central,Coronavirus_229E,0
2946,2017-06,Central,Coronavirus_HKU1,1
2947,2017-06,Central,Coronavirus_NL63,2
2948,2017-06,Central,Coronavirus_OC43,1
2949,2017-06,Central,Coronavirus_UnknownType,0
2950,2017-06,Central,Enterovirus_Rhinovirus,56
2951,2017-06,Central,HMPV,0
2952,2017-06,Central,Influenza_A,0
2953,2017-06,Central,Influenza_B,17
2954,2017-06,Central,Parainfluenza_1,0
2955,2017-06,Central,Parainfluenza_2,0
2956,2017-06,Central,Parainfluenza_3,13
2957,2017-06,Central,Parainfluenza_4,0
2958,2017-06,Central,Parainfluenza_UnknownType,0
2959,2017-06,Central,RSV,0
2960,2017-06,Northern,Adenovirus,19
2961,2017-06,Northern,Coronavirus_229E,0
2962,2017-06,Northern,Coronavirus_HKU1,0
2963,2017-06,Northern,Coronavirus_NL63,0
2964,2017-06,Northern,Coronavirus_OC43,0
2965,2017-06,Northern,Coronavirus_UnknownType,0
2966,2017-06,Northern,Enterovirus_Rhinovirus,10
2967,2017-06,Northern,HMPV,1
2968,2017-06,Northern,Influenza_A,1
2969,2017-06,Northern,Influenza_B,6
2970,2017-06,Northern,Parainfluenza_1,1
2971,2017-06,Northern,Parainfluenza_2,0
2972,2017-06,Northern,Parainfluenza_3,7
2973,2017-06,Northern,Parainfluenza_4,0
2974,2017-06,Northern,Parainfluenza_UnknownType,0
2975,2017-06,Northern,RSV,1
2976,2017-06,Southern,Adenovirus,71
2977,2017-06,Southern,Coronavirus_229E,0
2978,2017-06,Southern,Coronavirus_HKU1,2
2979,2017-06,Southern,Coronavirus_NL63,0
2980,2017-06,Southern,Coronavirus_OC43,0
2981,2017-06,Southern,Coronavirus_UnknownType,2
2982,2017-06,Southern,Enterovirus_Rhinovirus,299
2983,2017-06,Southern,HMPV,22
2984,2017-06,Southern,Influenza_A,19
2985,2017-06,Southern,Influenza_B,49
2986,2017-06,Southern,Parainfluenza_1,5
2987,2017-06,Southern,Parainfluenza_2,0
2988,2017-06,Southern,Parainfluenza_3,94
2989,2017-06,Southern,Parainfluenza_4,2
2990,2017-06,Southern,Parainfluenza_UnknownType,0
2991,2017-06,Southern,RSV,4
2992,2017-07,Bay Area,Adenovirus,44
2993,2017-07,Bay Area,Coronavirus_229E,0
2994,2017-07,Bay Area,Coronavirus_HKU1,0
2995,2017-07,Bay Area,Coronavirus_NL63,0
2996,2017-07,Bay Area,Coronavirus_OC43,0
2997,2017-07,Bay Area,Coronavirus_UnknownType,0
2998,2017-07,Bay Area,Enterovirus_Rhinovirus,94
2999,2017-07,Bay Area,HMPV,10
3000,2017-07,Bay Area,Influenza_A,14
3001,2017-07,Bay Area,Influenza_B,9
3002,2017-07,Bay Area,Parainfluenza_1,4
3003,2017-07,Bay Area,Parainfluenza_2,3
3004,2017-07,Bay Area,Parainfluenza_3,20
3005,2017-07,Bay Area,Parainfluenza_4,0
3006,2017-07,Bay Area,Parainfluenza_UnknownType,0
3007,2017-07,Bay Area,RSV,2
3008,2017-07,Central,Adenovirus,28
3009,2017-07,Central,Coronavirus_229E,0
3010,2017-07,Central,Coronavirus_HKU1,0
3011,2017-07,Central,Coronavirus_NL63,0
3012,2017-07,Central,Coronavirus_OC43,1
3013,2017-07,Central,Coronavirus_UnknownType,0
3014,2017-07,Central,Enterovirus_Rhinovirus,39
3015,2017-07,Central,HMPV,3
3016,2017-07,Central,Influenza_A,0
3017,2017-07,Central,Influenza_B,4
3018,2017-07,Central,Parainfluenza_1,2
3019,2017-07,Central,Parainfluenza_2,0
3020,2017-07,Central,Parainfluenza_3,10
3021,2017-07,Central,Parainfluenza_4,3
3022,2017-07,Central,Parainfluenza_UnknownType,0
3023,2017-07,Central,RSV,1
3024,2017-07,Northern,Adenovirus,14
3025,2017-07,Northern,Coronavirus_229E,0
3026,2017-07,Northern,Coronavirus_HKU1,0
3027,2017-07,Northern,Coronavirus_NL63,0
3028,2017-07,Northern,Coronavirus_OC43,0
3029,2017-07,Northern,Coronavirus_UnknownType,0
3030,2017-07,Northern,Enterovirus_Rhinovirus,14
3031,2017-07,Northern,HMPV,1
3032,2017-07,Northern,Influenza_A,2
3033,2017-07,Northern,Influenza_B,2
3034,2017-07,Northern,Parainfluenza_1,0
3035,2017-07,Northern,Parainfluenza_2,0
3036,2017-07,Northern,Parainfluenza_3,0
3037,2017-07,Northern,Parainfluenza_4,0
3038,2017-07,Northern,Parainfluenza_UnknownType,0
3039,2017-07,Northern,RSV,0
3040,2017-07,Southern,Adenovirus,62
3041,2017-07,Southern,Coronavirus_229E,0
3042,2017-07,Southern,Coronavirus_HKU1,0
3043,2017-07,Southern,Coronavirus_NL63,0
3044,2017-07,Southern,Coronavirus_OC43,0
3045,2017-07,Southern,Coronavirus_UnknownType,3
3046,2017-07,Southern,Enterovirus_Rhinovirus,226
3047,2017-07,Southern,HMPV,17
3048,2017-07,Southern,Influenza_A,17
3049,2017-07,Southern,Influenza_B,11
3050,2017-07,Southern,Parainfluenza_1,21
3051,2017-07,Southern,Parainfluenza_2,0
3052,2017-07,Southern,Parainfluenza_3,59
3053,2017-07,Southern,Parainfluenza_4,3
3054,2017-07,Southern,Parainfluenza_UnknownType,0
3055,2017-07,Southern,RSV,8
3056,2017-08,Bay Area,Adenovirus,16
3057,2017-08,Bay Area,Coronavirus_229E,0
3058,2017-08,Bay Area,Coronavirus_HKU1,0
3059,2017-08,Bay Area,Coronavirus_NL63,0
3060,2017-08,Bay Area,Coronavirus_OC43,0
3061,2017-08,Bay Area,Coronavirus_UnknownType,0
3062,2017-08,Bay Area,Enterovirus_Rhinovirus,75
3063,2017-08,Bay Area,HMPV,2
3064,2017-08,Bay Area,Influenza_A,13
3065,2017-08,Bay Area,Influenza_B,4
3066,2017-08,Bay Area,Parainfluenza_1,9
3067,2017-08,Bay Area,Parainfluenza_2,1
3068,2017-08,Bay Area,Parainfluenza_3,6
3069,2017-08,Bay Area,Parainfluenza_4,0
3070,2017-08,Bay Area,Parainfluenza_UnknownType,0
3071,2017-08,Bay Area,RSV,0
3072,2017-08,Central,Adenovirus,12
3073,2017-08,Central,Coronavirus_229E,0
3074,2017-08,Central,Coronavirus_HKU1,1
3075,2017-08,Central,Coronavirus_NL63,0
3076,2017-08,Central,Coronavirus_OC43,0
3077,2017-08,Central,Coronavirus_UnknownType,0
3078,2017-08,Central,Enterovirus_Rhinovirus,44
3079,2017-08,Central,HMPV,0
3080,2017-08,Central,Influenza_A,0
3081,2017-08,Central,Influenza_B,0
3082,2017-08,Central,Parainfluenza_1,1
3083,2017-08,Central,Parainfluenza_2,0
3084,2017-08,Central,Parainfluenza_3,5
3085,2017-08,Central,Parainfluenza_4,0
3086,2017-08,Central,Parainfluenza_UnknownType,0
3087,2017-08,Central,RSV,0
3088,2017-08,Northern,Adenovirus,3
3089,2017-08,Northern,Coronavirus_229E,0
3090,2017-08,Northern,Coronavirus_HKU1,0
3091,2017-08,Northern,Coronavirus_NL63,0
3092,2017-08,Northern,Coronavirus_OC43,0
3093,2017-08,Northern,Coronavirus_UnknownType,0
3094,2017-08,Northern,Enterovirus_Rhinovirus,18
3095,2017-08,Northern,HMPV,0
3096,2017-08,Northern,Influenza_A,0
3097,2017-08,Northern,Influenza_B,0
3098,2017-08,Northern,Parainfluenza_1,0
3099,2017-08,Northern,Parainfluenza_2,0
3100,2017-08,Northern,Parainfluenza_3,0
3101,2017-08,Northern,Parainfluenza_4,0
3102,2017-08,Northern,Parainfluenza_UnknownType,0
3103,2017-08,Northern,RSV,2
3104,2017-08,Southern,Adenovirus,30
3105,2017-08,Southern,Coronavirus_229E,0
3106,2017-08,Southern,Coronavirus_HKU1,0
3107,2017-08,Southern,Coronavirus_NL63,0
3108,2017-08,Southern,Coronavirus_OC43,0
3109,2017-08,Southern,Coronavirus_UnknownType,1
3110,2017-08,Southern,Enterovirus_Rhinovirus,322
3111,2017-08,Southern,HMPV,2
3112,2017-08,Southern,Influenza_A,8
3113,2017-08,Southern,Influenza_B,10
3114,2017-08,Southern,Parainfluenza_1,26
3115,2017-08,Southern,Parainfluenza_2,1
3116,2017-08,Southern,Parainfluenza_3,15
3117,2017-08,Southern,Parainfluenza_4,6
3118,2017-08,Southern,Parainfluenza_UnknownType,0
3119,2017-08,Southern,RSV,7
3120,2017-09,Bay Area,Adenovirus,13
3121,2017-09,Bay Area,Coronavirus_229E,0
3122,2017-09,Bay Area,Coronavirus_HKU1,0
3123,2017-09,Bay Area,Coronavirus_NL63,0
3124,2017-09,Bay Area,Coronavirus_OC43,0
3125,2017-09,Bay Area,Coronavirus_UnknownType,0
3126,2017-09,Bay Area,Enterovirus_Rhinovirus,172
3127,2017-09,Bay Area,HMPV,5
3128,2017-09,Bay Area,Influenza_A,31
3129,2017-09,Bay Area,Influenza_B,5
3130,2017-09,Bay Area,Parainfluenza_1,34
3131,2017-09,Bay Area,Parainfluenza_2,2
3132,2017-09,Bay Area,Parainfluenza_3,7
3133,2017-09,Bay Area,Parainfluenza_4,0
3134,2017-09,Bay Area,Parainfluenza_UnknownType,0
3135,2017-09,Bay Area,RSV,9
3136,2017-09,Central,Adenovirus,14
3137,2017-09,Central,Coronavirus_229E,0
3138,2017-09,Central,Coronavirus_HKU1,0
3139,2017-09,Central,Coronavirus_NL63,2
3140,2017-09,Central,Coronavirus_OC43,0
3141,2017-09,Central,Coronavirus_UnknownType,0
3142,2017-09,Central,Enterovirus_Rhinovirus,110
3143,2017-09,Central,HMPV,0
3144,2017-09,Central,Influenza_A,3
3145,2017-09,Central,Influenza_B,1
3146,2017-09,Central,Parainfluenza_1,20
3147,2017-09,Central,Parainfluenza_2,0
3148,2017-09,Central,Parainfluenza_3,3
3149,2017-09,Central,Parainfluenza_4,4
3150,2017-09,Central,Parainfluenza_UnknownType,0
3151,2017-09,Central,RSV,1
3152,2017-09,Northern,Adenovirus,5
3153,2017-09,Northern,Coronavirus_229E,0
3154,2017-09,Northern,Coronavirus_HKU1,0
3155,2017-09,Northern,Coronavirus_NL63,0
3156,2017-09,Northern,Coronavirus_OC43,0
3157,2017-09,Northern,Coronavirus_UnknownType,0
3158,2017-09,Northern,Enterovirus_Rhinovirus,37
3159,2017-09,Northern,HMPV,2
3160,2017-09,Northern,Influenza_A,2
3161,2017-09,Northern,Influenza_B,2
3162,2017-09,Northern,Parainfluenza_1,8
3163,2017-09,Northern,Parainfluenza_2,0
3164,2017-09,Northern,Parainfluenza_3,0
3165,2017-09,Northern,Parainfluenza_4,0
3166,2017-09,Northern,Parainfluenza_UnknownType,0
3167,2017-09,Northern,RSV,2
3168,2017-09,Southern,Adenovirus,47
3169,2017-09,Southern,Coronavirus_229E,0
3170,2017-09,Southern,Coronavirus_HKU1,0
3171,2017-09,Southern,Coronavirus_NL63,1
3172,2017-09,Southern,Coronavirus_OC43,0
3173,2017-09,Southern,Coronavirus_UnknownType,16
3174,2017-09,Southern,Enterovirus_Rhinovirus,840
3175,2017-09,Southern,HMPV,15
3176,2017-09,Southern,Influenza_A,58
3177,2017-09,Southern,Influenza_B,13
3178,2017-09,Southern,Parainfluenza_1,159
3179,2017-09,Southern,Parainfluenza_2,2
3180,2017-09,Southern,Parainfluenza_3,29
3181,2017-09,Southern,Parainfluenza_4,19
3182,2017-09,Southern,Parainfluenza_UnknownType,0
3183,2017-09,Southern,RSV,23
3184,2017-10,Bay Area,Adenovirus,16
3185,2017-10,Bay Area,Coronavirus_229E,0
3186,2017-10,Bay Area,Coronavirus_HKU1,0
3187,2017-10,Bay Area,Coronavirus_NL63,0
3188,2017-10,Bay Area,Coronavirus_OC43,0
3189,2017-10,Bay Area,Coronavirus_UnknownType,0
3190,2017-10,Bay Area,Enterovirus_Rhinovirus,146
3191,2017-10,Bay Area,HMPV,3
3192,2017-10,Bay Area,Influenza_A,154
3193,2017-10,Bay Area,Influenza_B,34
3194,2017-10,Bay Area,Parainfluenza_1,78
3195,2017-10,Bay Area,Parainfluenza_2,2
3196,2017-10,Bay Area,Parainfluenza_3,5
3197,2017-10,Bay Area,Parainfluenza_4,0
3198,2017-10,Bay Area,Parainfluenza_UnknownType,0
3199,2017-10,Bay Area,RSV,30
3200,2017-10,Central,Adenovirus,15
3201,2017-10,Central,Coronavirus_229E,0
3202,2017-10,Central,Coronavirus_HKU1,2
3203,2017-10,Central,Coronavirus_NL63,1
3204,2017-10,Central,Coronavirus_OC43,0
3205,2017-10,Central,Coronavirus_UnknownType,0
3206,2017-10,Central,Enterovirus_Rhinovirus,117
3207,2017-10,Central,HMPV,0
3208,2017-10,Central,Influenza_A,30
3209,2017-10,Central,Influenza_B,11
3210,2017-10,Central,Parainfluenza_1,56
3211,2017-10,Central,Parainfluenza_2,1
3212,2017-10,Central,Parainfluenza_3,5
3213,2017-10,Central,Parainfluenza_4,3
3214,2017-10,Central,Parainfluenza_UnknownType,0
3215,2017-10,Central,RSV,11
3216,2017-10,Northern,Adenovirus,6
3217,2017-10,Northern,Coronavirus_229E,0
3218,2017-10,Northern,Coronavirus_HKU1,0
3219,2017-10,Northern,Coronavirus_NL63,0
3220,2017-10,Northern,Coronavirus_OC43,0
3221,2017-10,Northern,Coronavirus_UnknownType,0
3222,2017-10,Northern,Enterovirus_Rhinovirus,36
3223,2017-10,Northern,HMPV,0
3224,2017-10,Northern,Influenza_A,26
3225,2017-10,Northern,Influenza_B,22
3226,2017-10,Northern,Parainfluenza_1,20
3227,2017-10,Northern,Parainfluenza_2,0
3228,2017-10,Northern,Parainfluenza_3,0
3229,2017-10,Northern,Parainfluenza_4,0
3230,2017-10,Northern,Parainfluenza_UnknownType,0
3231,2017-10,Northern,RSV,6
3232,2017-10,Southern,Adenovirus,70
3233,2017-10,Southern,Coronavirus_229E,0
3234,2017-10,Southern,Coronavirus_HKU1,0
3235,2017-10,Southern,Coronavirus_NL63,3
3236,2017-10,Southern,Coronavirus_OC43,1
3237,2017-10,Southern,Coronavirus_UnknownType,39
3238,2017-10,Southern,Enterovirus_Rhinovirus,1056
3239,2017-10,Southern,HMPV,19
3240,2017-10,Southern,Influenza_A,186
3241,2017-10,Southern,Influenza_B,40
3242,2017-10,Southern,Parainfluenza_1,306
3243,2017-10,Southern,Parainfluenza_2,2
3244,2017-10,Southern,Parainfluenza_3,25
3245,2017-10,Southern,Parainfluenza_4,61
3246,2017-10,Southern,Parainfluenza_UnknownType,0
3247,2017-10,Southern,RSV,51
3248,2017-11,Bay Area,Adenovirus,22
3249,2017-11,Bay Area,Coronavirus_229E,0
3250,2017-11,Bay Area,Coronavirus_HKU1,0
3251,2017-11,Bay Area,Coronavirus_NL63,0
3252,2017-11,Bay Area,Coronavirus_OC43,0
3253,2017-11,Bay Area,Coronavirus_UnknownType,0
3254,2017-11,Bay Area,Enterovirus_Rhinovirus,118
3255,2017-11,Bay Area,HMPV,5
3256,2017-11,Bay Area,Influenza_A,141
3257,2017-11,Bay Area,Influenza_B,84
3258,2017-11,Bay Area,Parainfluenza_1,46
3259,2017-11,Bay Area,Parainfluenza_2,1
3260,2017-11,Bay Area,Parainfluenza_3,5
3261,2017-11,Bay Area,Parainfluenza_4,0
3262,2017-11,Bay Area,Parainfluenza_UnknownType,0
3263,2017-11,Bay Area,RSV,87
3264,2017-11,Central,Adenovirus,18
3265,2017-11,Central,Coronavirus_229E,0
3266,2017-11,Central,Coronavirus_HKU1,1
3267,2017-11,Central,Coronavirus_NL63,4
3268,2017-11,Central,Coronavirus_OC43,3
3269,2017-11,Central,Coronavirus_UnknownType,0
3270,2017-11,Central,Enterovirus_Rhinovirus,84
3271,2017-11,Central,HMPV,6
3272,2017-11,Central,Influenza_A,43
3273,2017-11,Central,Influenza_B,17
3274,2017-11,Central,Parainfluenza_1,30
3275,2017-11,Central,Parainfluenza_2,0
3276,2017-11,Central,Parainfluenza_3,5
3277,2017-11,Central,Parainfluenza_4,8
3278,2017-11,Central,Parainfluenza_UnknownType,0
3279,2017-11,Central,RSV,19
3280,2017-11,Northern,Adenovirus,6
3281,2017-11,Northern,Coronavirus_229E,0
3282,2017-11,Northern,Coronavirus_HKU1,0
3283,2017-11,Northern,Coronavirus_NL63,0
3284,2017-11,Northern,Coronavirus_OC43,0
3285,2017-11,Northern,Coronavirus_UnknownType,0
3286,2017-11,Northern,Enterovirus_Rhinovirus,26
3287,2017-11,Northern,HMPV,1
3288,2017-11,Northern,Influenza_A,34
3289,2017-11,Northern,Influenza_B,34
3290,2017-11,Northern,Parainfluenza_1,15
3291,2017-11,Northern,Parainfluenza_2,1
3292,2017-11,Northern,Parainfluenza_3,3
3293,2017-11,Northern,Parainfluenza_4,0
3294,2017-11,Northern,Parainfluenza_UnknownType,0
3295,2017-11,Northern,RSV,12
3296,2017-11,Southern,Adenovirus,77
3297,2017-11,Southern,Coronavirus_229E,0
3298,2017-11,Southern,Coronavirus_HKU1,1
3299,2017-11,Southern,Coronavirus_NL63,2
3300,2017-11,Southern,Coronavirus_OC43,1
3301,2017-11,Southern,Coronavirus_UnknownType,81
3302,2017-11,Southern,Enterovirus_Rhinovirus,780
3303,2017-11,Southern,HMPV,23
3304,2017-11,Southern,Influenza_A,651
3305,2017-11,Southern,Influenza_B,93
3306,2017-11,Southern,Parainfluenza_1,140
3307,2017-11,Southern,Parainfluenza_2,4
3308,2017-11,Southern,Parainfluenza_3,18
3309,2017-11,Southern,Parainfluenza_4,70
3310,2017-11,Southern,Parainfluenza_UnknownType,0
3311,2017-11,Southern,RSV,180
3312,2017-12,Bay Area,Adenovirus,30
3313,2017-12,Bay Area,Coronavirus_229E,0
3314,2017-12,Bay Area,Coronavirus_HKU1,0
3315,2017-12,Bay Area,Coronavirus_NL63,0
3316,2017-12,Bay Area,Coronavirus_OC43,0
3317,2017-12,Bay Area,Coronavirus_UnknownType,0
3318,2017-12,Bay Area,Enterovirus_Rhinovirus,114
3319,2017-12,Bay Area,HMPV,14
3320,2017-12,Bay Area,Influenza_A,917
3321,2017-12,Bay Area,Influenza_B,331
3322,2017-12,Bay Area,Parainfluenza_1,31
3323,2017-12,Bay Area,Parainfluenza_2,0
3324,2017-12,Bay Area,Parainfluenza_3,5
3325,2017-12,Bay Area,Parainfluenza_4,0
3326,2017-12,Bay Area,Parainfluenza_UnknownType,0
3327,2017-12,Bay Area,RSV,339
3328,2017-12,Central,Adenovirus,15
3329,2017-12,Central,Coronavirus_229E,0
3330,2017-12,Central,Coronavirus_HKU1,2
3331,2017-12,Central,Coronavirus_NL63,21
3332,2017-12,Central,Coronavirus_OC43,10
3333,2017-12,Central,Coronavirus_UnknownType,0
3334,2017-12,Central,Enterovirus_Rhinovirus,96
3335,2017-12,Central,HMPV,15
3336,2017-12,Central,Influenza_A,335
3337,2017-12,Central,Influenza_B,217
3338,2017-12,Central,Parainfluenza_1,10
3339,2017-12,Central,Parainfluenza_2,0
3340,2017-12,Central,Parainfluenza_3,3
3341,2017-12,Central,Parainfluenza_4,9
3342,2017-12,Central,Parainfluenza_UnknownType,0
3343,2017-12,Central,RSV,81
3344,2017-12,Northern,Adenovirus,3
3345,2017-12,Northern,Coronavirus_229E,0
3346,2017-12,Northern,Coronavirus_HKU1,0
3347,2017-12,Northern,Coronavirus_NL63,0
3348,2017-12,Northern,Coronavirus_OC43,0
3349,2017-12,Northern,Coronavirus_UnknownType,0
3350,2017-12,Northern,Enterovirus_Rhinovirus,28
3351,2017-12,Northern,HMPV,1
3352,2017-12,Northern,Influenza_A,217
3353,2017-12,Northern,Influenza_B,121
3354,2017-12,Northern,Parainfluenza_1,6
3355,2017-12,Northern,Parainfluenza_2,0
3356,2017-12,Northern,Parainfluenza_3,1
3357,2017-12,Northern,Parainfluenza_4,0
3358,2017-12,Northern,Parainfluenza_UnknownType,0
3359,2017-12,Northern,RSV,90
3360,2017-12,Southern,Adenovirus,119
3361,2017-12,Southern,Coronavirus_229E,2
3362,2017-12,Southern,Coronavirus_HKU1,55
3363,2017-12,Southern,Coronavirus_NL63,14
3364,2017-12,Southern,Coronavirus_OC43,2
3365,2017-12,Southern,Coronavirus_UnknownType,291
3366,2017-12,Southern,Enterovirus_Rhinovirus,892
3367,2017-12,Southern,HMPV,111
3368,2017-12,Southern,Influenza_A,3835
3369,2017-12,Southern,Influenza_B,626
3370,2017-12,Southern,Parainfluenza_1,67
3371,2017-12,Southern,Parainfluenza_2,3
3372,2017-12,Southern,Parainfluenza_3,16
3373,2017-12,Southern,Parainfluenza_4,56
3374,2017-12,Southern,Parainfluenza_UnknownType,0
3375,2017-12,Southern,RSV,703
3376,2018-01,Bay Area,Adenovirus,8
3377,2018-01,Bay Area,Coronavirus_229E,0
3378,2018-01,Bay Area,Coronavirus_HKU1,0
3379,2018-01,Bay Area,Coronavirus_NL63,0
3380,2018-01,Bay Area,Coronavirus_OC43,0
3381,2018-01,Bay Area,Coronavirus_UnknownType,0
3382,2018-01,Bay Area,Enterovirus_Rhinovirus,76
3383,2018-01,Bay Area,HMPV,53
3384,2018-01,Bay Area,Influenza_A,1944
3385,2018-01,Bay Area,Influenza_B,1194
3386,2018-01,Bay Area,Parainfluenza_1,5
3387,2018-01,Bay Area,Parainfluenza_2,2
3388,2018-01,Bay Area,Parainfluenza_3,13
3389,2018-01,Bay Area,Parainfluenza_4,0
3390,2018-01,Bay Area,Parainfluenza_UnknownType,0
3391,2018-01,Bay Area,RSV,1299
3392,2018-01,Central,Adenovirus,23
3393,2018-01,Central,Coronavirus_229E,0
3394,2018-01,Central,Coronavirus_HKU1,10
3395,2018-01,Central,Coronavirus_NL63,22
3396,2018-01,Central,Coronavirus_OC43,19
3397,2018-01,Central,Coronavirus_UnknownType,0
3398,2018-01,Central,Enterovirus_Rhinovirus,68
3399,2018-01,Central,HMPV,49
3400,2018-01,Central,Influenza_A,771
3401,2018-01,Central,Influenza_B,458
3402,2018-01,Central,Parainfluenza_1,3
3403,2018-01,Central,Parainfluenza_2,0
3404,2018-01,Central,Parainfluenza_3,7
3405,2018-01,Central,Parainfluenza_4,4
3406,2018-01,Central,Parainfluenza_UnknownType,0
3407,2018-01,Central,RSV,421
3408,2018-01,Northern,Adenovirus,2
3409,2018-01,Northern,Coronavirus_229E,0
3410,2018-01,Northern,Coronavirus_HKU1,0
3411,2018-01,Northern,Coronavirus_NL63,0
3412,2018-01,Northern,Coronavirus_OC43,0
3413,2018-01,Northern,Coronavirus_UnknownType,0
3414,2018-01,Northern,Enterovirus_Rhinovirus,12
3415,2018-01,Northern,HMPV,12
3416,2018-01,Northern,Influenza_A,512
3417,2018-01,Northern,Influenza_B,299
3418,2018-01,Northern,Parainfluenza_1,1
3419,2018-01,Northern,Parainfluenza_2,0
3420,2018-01,Northern,Parainfluenza_3,1
3421,2018-01,Northern,Parainfluenza_4,0
3422,2018-01,Northern,Parainfluenza_UnknownType,0
3423,2018-01,Northern,RSV,284
3424,2018-01,Southern,Adenovirus,174
3425,2018-01,Southern,Coronavirus_229E,0
3426,2018-01,Southern,Coronavirus_HKU1,95
3427,2018-01,Southern,Coronavirus_NL63,11
3428,2018-01,Southern,Coronavirus_OC43,9
3429,2018-01,Southern,Coronavirus_UnknownType,553
3430,2018-01,Southern,Enterovirus_Rhinovirus,864
3431,2018-01,Southern,HMPV,199
3432,2018-01,Southern,Influenza_A,3552
3433,2018-01,Southern,Influenza_B,1325
3434,2018-01,Southern,Parainfluenza_1,52
3435,2018-01,Southern,Parainfluenza_2,5
3436,2018-01,Southern,Parainfluenza_3,30
3437,2018-01,Southern,Parainfluenza_4,35
3438,2018-01,Southern,Parainfluenza_UnknownType,0
3439,2018-01,Southern,RSV,1637
3440,2018-02,Bay Area,Adenovirus,34
3441,2018-02,Bay Area,Coronavirus_229E,0
3442,2018-02,Bay Area,Coronavirus_HKU1,0
3443,2018-02,Bay Area,Coronavirus_NL63,0
3444,2018-02,Bay Area,Coronavirus_OC43,0
3445,2018-02,Bay Area,Coronavirus_UnknownType,0
3446,2018-02,Bay Area,Enterovirus_Rhinovirus,146
3447,2018-02,Bay Area,HMPV,72
3448,2018-02,Bay Area,Influenza_A,573
3449,2018-02,Bay Area,Influenza_B,1158
3450,2018-02,Bay Area,Parainfluenza_1,4
3451,2018-02,Bay Area,Parainfluenza_2,1
3452,2018-02,Bay Area,Parainfluenza_3,12
3453,2018-02,Bay Area,Parainfluenza_4,1
3454,2018-02,Bay Area,Parainfluenza_UnknownType,0
3455,2018-02,Bay Area,RSV,906
3456,2018-02,Central,Adenovirus,19
3457,2018-02,Central,Coronavirus_229E,0
3458,2018-02,Central,Coronavirus_HKU1,21
3459,2018-02,Central,Coronavirus_NL63,8
3460,2018-02,Central,Coronavirus_OC43,8
3461,2018-02,Central,Coronavirus_UnknownType,0
3462,2018-02,Central,Enterovirus_Rhinovirus,114
3463,2018-02,Central,HMPV,87
3464,2018-02,Central,Influenza_A,199
3465,2018-02,Central,Influenza_B,260
