,season,date_code,weekending,region,Respiratory_Virus,year,month,Number_Positive
5949,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_AH1pdm09,2015,12,9
5950,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_AH3,2015,12,6
5951,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_ANotSubtyped,2015,12,0
5952,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_B,2015,12,7
5953,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_BNotLineageTyped,2015,12,1
5954,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_BVictoria,2015,12,0
5955,2015-2016,2015-12-21,2015-12-27,Southern,Influenza_BYamagata,2015,12,6
5956,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_AH1pdm09,2016,1,5
5957,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_AH3,2016,1,0
5958,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_ANotSubtyped,2016,1,0
5959,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_B,2016,1,5
5960,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_BNotLineageTyped,2016,1,0
5961,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_BVictoria,2016,1,2
5962,2015-2016,2016-01-04,2016-01-03,Bay Area,Influenza_BYamagata,2016,1,3
5963,2015-2016,2016-01-04,2016-01-03,Central,Influenza_AH1pdm09,2016,1,5
5964,2015-2016,2016-01-04,2016-01-03,Central,Influenza_AH3,2016,1,0
5965,2015-2016,2016-01-04,2016-01-03,Central,Influenza_ANotSubtyped,2016,1,0
5966,2015-2016,2016-01-04,2016-01-03,Central,Influenza_B,2016,1,1
5967,2015-2016,2016-01-04,2016-01-03,Central,Influenza_BNotLineageTyped,2016,1,1
5968,2015-2016,2016-01-04,2016-01-03,Central,Influenza_BVictoria,2016,1,0
5969,2015-2016,2016-01-04,2016-01-03,Central,Influenza_BYamagata,2016,1,0
5970,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_AH1pdm09,2016,1,0
5971,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_AH3,2016,1,1
5972,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_ANotSubtyped,2016,1,0
5973,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_B,2016,1,2
5974,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_BNotLineageTyped,2016,1,0
5975,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_BVictoria,2016,1,2
5976,2015-2016,2016-01-04,2016-01-03,Northern,Influenza_BYamagata,2016,1,0
5977,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_AH1pdm09,2016,1,35
5978,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_AH3,2016,1,16
5979,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_ANotSubtyped,2016,1,0
5980,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_B,2016,1,23
5981,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_BNotLineageTyped,2016,1,1
5982,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_BVictoria,2016,1,3
5983,2015-2016,2016-01-04,2016-01-03,Southern,Influenza_BYamagata,2016,1,19
5984,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_AH1pdm09,2016,1,2
5985,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_AH3,2016,1,0
5986,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_ANotSubtyped,2016,1,0
5987,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_B,2016,1,4
5988,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_BNotLineageTyped,2016,1,1
5989,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_BVictoria,2016,1,3
5990,2015-2016,2016-01-11,2016-01-10,Bay Area,Influenza_BYamagata,2016,1,0
5991,2015-2016,2016-01-11,2016-01-10,Central,Influenza_AH1pdm09,2016,1,1
5992,2015-2016,2016-01-11,2016-01-10,Central,Influenza_AH3,2016,1,0
5993,2015-2016,2016-01-11,2016-01-10,Central,Influenza_ANotSubtyped,2016,1,0
5994,2015-2016,2016-01-11,2016-01-10,Central,Influenza_B,2016,1,3
5995,2015-2016,2016-01-11,2016-01-10,Central,Influenza_BNotLineageTyped,2016,1,3
5996,2015-2016,2016-01-11,2016-01-10,Central,Influenza_BVictoria,2016,1,0
5997,2015-2016,2016-01-11,2016-01-10,Central,Influenza_BYamagata,2016,1,0
5998,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_AH1pdm09,2016,1,0
5999,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_AH3,2016,1,0
6000,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_ANotSubtyped,2016,1,0
6001,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_B,2016,1,0
6002,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_BNotLineageTyped,2016,1,0
6003,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_BVictoria,2016,1,0
6004,2015-2016,2016-01-11,2016-01-10,Northern,Influenza_BYamagata,2016,1,0
6005,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_AH1pdm09,2016,1,24
6006,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_AH3,2016,1,17
6007,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_ANotSubtyped,2016,1,0
6008,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_B,2016,1,24
6009,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_BNotLineageTyped,2016,1,1
6010,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_BVictoria,2016,1,6
6011,2015-2016,2016-01-11,2016-01-10,Southern,Influenza_BYamagata,2016,1,17
6012,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_AH1pdm09,2016,1,0
6013,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_AH3,2016,1,0
6014,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_ANotSubtyped,2016,1,0
6015,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_B,2016,1,2
6016,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_BNotLineageTyped,2016,1,0
6017,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_BVictoria,2016,1,1
6018,2015-2016,2016-01-18,2016-01-17,Bay Area,Influenza_BYamagata,2016,1,1
6019,2015-2016,2016-01-18,2016-01-17,Central,Influenza_AH1pdm09,2016,1,2
6020,2015-2016,2016-01-18,2016-01-17,Central,Influenza_AH3,2016,1,0
6021,2015-2016,2016-01-18,2016-01-17,Central,Influenza_ANotSubtyped,2016,1,0
6022,2015-2016,2016-01-18,2016-01-17,Central,Influenza_B,2016,1,4
6023,2015-2016,2016-01-18,2016-01-17,Central,Influenza_BNotLineageTyped,2016,1,3
6024,2015-2016,2016-01-18,2016-01-17,Central,Influenza_BVictoria,2016,1,1
6025,2015-2016,2016-01-18,2016-01-17,Central,Influenza_BYamagata,2016,1,0
6026,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_AH1pdm09,2016,1,1
6027,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_AH3,2016,1,2
6028,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_ANotSubtyped,2016,1,0
6029,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_B,2016,1,2
6030,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_BNotLineageTyped,2016,1,0
6031,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_BVictoria,2016,1,2
6032,2015-2016,2016-01-18,2016-01-17,Northern,Influenza_BYamagata,2016,1,0
6033,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_AH1pdm09,2016,1,37
6034,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_AH3,2016,1,18
6035,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_ANotSubtyped,2016,1,1
6036,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_B,2016,1,23
6037,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_BNotLineageTyped,2016,1,0
6038,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_BVictoria,2016,1,7
6039,2015-2016,2016-01-18,2016-01-17,Southern,Influenza_BYamagata,2016,1,16
6040,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_AH1pdm09,2016,1,1
6041,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_AH3,2016,1,1
6042,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_ANotSubtyped,2016,1,1
6043,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_B,2016,1,5
6044,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_BNotLineageTyped,2016,1,3
6045,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_BVictoria,2016,1,2
6046,2015-2016,2016-01-25,2016-01-24,Bay Area,Influenza_BYamagata,2016,1,0
6047,2015-2016,2016-01-25,2016-01-24,Central,Influenza_AH1pdm09,2016,1,0
6048,2015-2016,2016-01-25,2016-01-24,Central,Influenza_AH3,2016,1,2
6049,2015-2016,2016-01-25,2016-01-24,Central,Influenza_ANotSubtyped,2016,1,0
6050,2015-2016,2016-01-25,2016-01-24,Central,Influenza_B,2016,1,14
6051,2015-2016,2016-01-25,2016-01-24,Central,Influenza_BNotLineageTyped,2016,1,9
6052,2015-2016,2016-01-25,2016-01-24,Central,Influenza_BVictoria,2016,1,4
6053,2015-2016,2016-01-25,2016-01-24,Central,Influenza_BYamagata,2016,1,1
6054,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_AH1pdm09,2016,1,0
6055,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_AH3,2016,1,1
6056,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_ANotSubtyped,2016,1,0
6057,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_B,2016,1,0
6058,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_BNotLineageTyped,2016,1,0
6059,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_BVictoria,2016,1,0
6060,2015-2016,2016-01-25,2016-01-24,Northern,Influenza_BYamagata,2016,1,0
6061,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_AH1pdm09,2016,1,42
6062,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_AH3,2016,1,11
6063,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_ANotSubtyped,2016,1,1
6064,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_B,2016,1,32
6065,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_BNotLineageTyped,2016,1,6
6066,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_BVictoria,2016,1,9
6067,2015-2016,2016-01-25,2016-01-24,Southern,Influenza_BYamagata,2016,1,17
6068,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_AH1pdm09,2016,2,5
6069,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_AH3,2016,2,2
6070,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_ANotSubtyped,2016,2,0
6071,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_B,2016,2,10
6072,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_BNotLineageTyped,2016,2,3
6073,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_BVictoria,2016,2,5
6074,2015-2016,2016-02-01,2016-01-31,Bay Area,Influenza_BYamagata,2016,2,2
6075,2015-2016,2016-02-01,2016-01-31,Central,Influenza_AH1pdm09,2016,2,0
6076,2015-2016,2016-02-01,2016-01-31,Central,Influenza_AH3,2016,2,2
6077,2015-2016,2016-02-01,2016-01-31,Central,Influenza_ANotSubtyped,2016,2,0
6078,2015-2016,2016-02-01,2016-01-31,Central,Influenza_B,2016,2,12
6079,2015-2016,2016-02-01,2016-01-31,Central,Influenza_BNotLineageTyped,2016,2,7
6080,2015-2016,2016-02-01,2016-01-31,Central,Influenza_BVictoria,2016,2,5
6081,2015-2016,2016-02-01,2016-01-31,Central,Influenza_BYamagata,2016,2,0
6082,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_AH1pdm09,2016,2,2
6083,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_AH3,2016,2,1
6084,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_ANotSubtyped,2016,2,0
6085,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_B,2016,2,1
6086,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_BNotLineageTyped,2016,2,0
6087,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_BVictoria,2016,2,1
6088,2015-2016,2016-02-01,2016-01-31,Northern,Influenza_BYamagata,2016,2,0
6089,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_AH1pdm09,2016,2,42
6090,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_AH3,2016,2,16
6091,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_ANotSubtyped,2016,2,3
6092,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_B,2016,2,42
6093,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_BNotLineageTyped,2016,2,5
6094,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_BVictoria,2016,2,10
6095,2015-2016,2016-02-01,2016-01-31,Southern,Influenza_BYamagata,2016,2,27
6096,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_AH1pdm09,2016,2,14
6097,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_AH3,2016,2,1
6098,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_ANotSubtyped,2016,2,2
6099,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_B,2016,2,11
6100,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_BNotLineageTyped,2016,2,3
6101,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_BVictoria,2016,2,5
6102,2015-2016,2016-02-08,2016-02-07,Bay Area,Influenza_BYamagata,2016,2,3
6103,2015-2016,2016-02-08,2016-02-07,Central,Influenza_AH1pdm09,2016,2,12
6104,2015-2016,2016-02-08,2016-02-07,Central,Influenza_AH3,2016,2,1
6105,2015-2016,2016-02-08,2016-02-07,Central,Influenza_ANotSubtyped,2016,2,0
6106,2015-2016,2016-02-08,2016-02-07,Central,Influenza_B,2016,2,19
6107,2015-2016,2016-02-08,2016-02-07,Central,Influenza_BNotLineageTyped,2016,2,16
6108,2015-2016,2016-02-08,2016-02-07,Central,Influenza_BVictoria,2016,2,2
6109,2015-2016,2016-02-08,2016-02-07,Central,Influenza_BYamagata,2016,2,1
6110,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_AH1pdm09,2016,2,0
6111,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_AH3,2016,2,0
6112,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_ANotSubtyped,2016,2,0
6113,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_B,2016,2,0
6114,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_BNotLineageTyped,2016,2,0
6115,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_BVictoria,2016,2,0
6116,2015-2016,2016-02-08,2016-02-07,Northern,Influenza_BYamagata,2016,2,0
6117,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_AH1pdm09,2016,2,66
6118,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_AH3,2016,2,34
6119,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_ANotSubtyped,2016,2,0
6120,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_B,2016,2,89
6121,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_BNotLineageTyped,2016,2,7
6122,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_BVictoria,2016,2,20
6123,2015-2016,2016-02-08,2016-02-07,Southern,Influenza_BYamagata,2016,2,62
6124,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_AH1pdm09,2016,2,17
6125,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_AH3,2016,2,4
6126,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_ANotSubtyped,2016,2,0
6127,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_B,2016,2,17
6128,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_BNotLineageTyped,2016,2,7
6129,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_BVictoria,2016,2,7
6130,2015-2016,2016-02-15,2016-02-14,Bay Area,Influenza_BYamagata,2016,2,3
6131,2015-2016,2016-02-15,2016-02-14,Central,Influenza_AH1pdm09,2016,2,11
6132,2015-2016,2016-02-15,2016-02-14,Central,Influenza_AH3,2016,2,0
6133,2015-2016,2016-02-15,2016-02-14,Central,Influenza_ANotSubtyped,2016,2,0
6134,2015-2016,2016-02-15,2016-02-14,Central,Influenza_B,2016,2,6
6135,2015-2016,2016-02-15,2016-02-14,Central,Influenza_BNotLineageTyped,2016,2,2
6136,2015-2016,2016-02-15,2016-02-14,Central,Influenza_BVictoria,2016,2,3
6137,2015-2016,2016-02-15,2016-02-14,Central,Influenza_BYamagata,2016,2,1
6138,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_AH1pdm09,2016,2,0
6139,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_AH3,2016,2,3
6140,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_ANotSubtyped,2016,2,0
6141,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_B,2016,2,1
6142,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_BNotLineageTyped,2016,2,0
6143,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_BVictoria,2016,2,1
6144,2015-2016,2016-02-15,2016-02-14,Northern,Influenza_BYamagata,2016,2,0
6145,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_AH1pdm09,2016,2,88
6146,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_AH3,2016,2,25
6147,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_ANotSubtyped,2016,2,0
6148,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_B,2016,2,148
6149,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_BNotLineageTyped,2016,2,13
6150,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_BVictoria,2016,2,30
6151,2015-2016,2016-02-15,2016-02-14,Southern,Influenza_BYamagata,2016,2,105
6152,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_AH1pdm09,2016,2,4
6153,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_AH3,2016,2,2
6154,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_ANotSubtyped,2016,2,1
6155,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_B,2016,2,16
6156,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_BNotLineageTyped,2016,2,6
6157,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_BVictoria,2016,2,7
6158,2015-2016,2016-02-22,2016-02-21,Bay Area,Influenza_BYamagata,2016,2,3
6159,2015-2016,2016-02-22,2016-02-21,Central,Influenza_AH1pdm09,2016,2,9
6160,2015-2016,2016-02-22,2016-02-21,Central,Influenza_AH3,2016,2,1
6161,2015-2016,2016-02-22,2016-02-21,Central,Influenza_ANotSubtyped,2016,2,0
6162,2015-2016,2016-02-22,2016-02-21,Central,Influenza_B,2016,2,19
6163,2015-2016,2016-02-22,2016-02-21,Central,Influenza_BNotLineageTyped,2016,2,17
6164,2015-2016,2016-02-22,2016-02-21,Central,Influenza_BVictoria,2016,2,2
6165,2015-2016,2016-02-22,2016-02-21,Central,Influenza_BYamagata,2016,2,0
6166,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_AH1pdm09,2016,2,1
6167,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_AH3,2016,2,3
6168,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_ANotSubtyped,2016,2,0
6169,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_B,2016,2,4
6170,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_BNotLineageTyped,2016,2,0
6171,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_BVictoria,2016,2,4
6172,2015-2016,2016-02-22,2016-02-21,Northern,Influenza_BYamagata,2016,2,0
6173,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_AH1pdm09,2016,2,96
6174,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_AH3,2016,2,36
6175,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_ANotSubtyped,2016,2,0
6176,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_B,2016,2,149
6177,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_BNotLineageTyped,2016,2,18
6178,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_BVictoria,2016,2,25
6179,2015-2016,2016-02-22,2016-02-21,Southern,Influenza_BYamagata,2016,2,106
6180,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_AH1pdm09,2016,2,8
6181,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_AH3,2016,2,2
6182,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_ANotSubtyped,2016,2,0
6183,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_B,2016,2,16
6184,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_BNotLineageTyped,2016,2,6
6185,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_BVictoria,2016,2,6
6186,2015-2016,2016-02-29,2016-02-28,Bay Area,Influenza_BYamagata,2016,2,4
6187,2015-2016,2016-02-29,2016-02-28,Central,Influenza_AH1pdm09,2016,2,0
6188,2015-2016,2016-02-29,2016-02-28,Central,Influenza_AH3,2016,2,0
6189,2015-2016,2016-02-29,2016-02-28,Central,Influenza_ANotSubtyped,2016,2,0
6190,2015-2016,2016-02-29,2016-02-28,Central,Influenza_B,2016,2,1
6191,2015-2016,2016-02-29,2016-02-28,Central,Influenza_BNotLineageTyped,2016,2,1
6192,2015-2016,2016-02-29,2016-02-28,Central,Influenza_BVictoria,2016,2,0
6193,2015-2016,2016-02-29,2016-02-28,Central,Influenza_BYamagata,2016,2,0
6194,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_AH1pdm09,2016,2,1
6195,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_AH3,2016,2,0
6196,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_ANotSubtyped,2016,2,0
6197,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_B,2016,2,3
6198,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_BNotLineageTyped,2016,2,0
6199,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_BVictoria,2016,2,2
6200,2015-2016,2016-02-29,2016-02-28,Northern,Influenza_BYamagata,2016,2,1
6201,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_AH1pdm09,2016,2,77
6202,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_AH3,2016,2,33
6203,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_ANotSubtyped,2016,2,0
6204,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_B,2016,2,118
6205,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_BNotLineageTyped,2016,2,18
6206,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_BVictoria,2016,2,24
6207,2015-2016,2016-02-29,2016-02-28,Southern,Influenza_BYamagata,2016,2,76
6208,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_AH1pdm09,2016,3,6
6209,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_AH3,2016,3,2
6210,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_ANotSubtyped,2016,3,0
6211,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_B,2016,3,15
6212,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_BNotLineageTyped,2016,3,6
6213,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_BVictoria,2016,3,5
6214,2015-2016,2016-03-07,2016-03-06,Bay Area,Influenza_BYamagata,2016,3,4
6215,2015-2016,2016-03-07,2016-03-06,Central,Influenza_AH1pdm09,2016,3,2
6216,2015-2016,2016-03-07,2016-03-06,Central,Influenza_AH3,2016,3,0
6217,2015-2016,2016-03-07,2016-03-06,Central,Influenza_ANotSubtyped,2016,3,0
6218,2015-2016,2016-03-07,2016-03-06,Central,Influenza_B,2016,3,2
6219,2015-2016,2016-03-07,2016-03-06,Central,Influenza_BNotLineageTyped,2016,3,1
6220,2015-2016,2016-03-07,2016-03-06,Central,Influenza_BVictoria,2016,3,1
6221,2015-2016,2016-03-07,2016-03-06,Central,Influenza_BYamagata,2016,3,0
6222,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_AH1pdm09,2016,3,4
6223,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_AH3,2016,3,1
6224,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_ANotSubtyped,2016,3,0
6225,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_B,2016,3,0
6226,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_BNotLineageTyped,2016,3,0
6227,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_BVictoria,2016,3,0
6228,2015-2016,2016-03-07,2016-03-06,Northern,Influenza_BYamagata,2016,3,0
6229,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_AH1pdm09,2016,3,42
6230,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_AH3,2016,3,15
6231,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_ANotSubtyped,2016,3,1
6232,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_B,2016,3,53
6233,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_BNotLineageTyped,2016,3,8
6234,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_BVictoria,2016,3,11
6235,2015-2016,2016-03-07,2016-03-06,Southern,Influenza_BYamagata,2016,3,34
6236,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_AH1pdm09,2016,3,5
6237,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_AH3,2016,3,0
6238,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_ANotSubtyped,2016,3,0
6239,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_B,2016,3,4
6240,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_BNotLineageTyped,2016,3,2
6241,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_BVictoria,2016,3,2
6242,2015-2016,2016-03-14,2016-03-13,Bay Area,Influenza_BYamagata,2016,3,0
6243,2015-2016,2016-03-14,2016-03-13,Central,Influenza_AH1pdm09,2016,3,0
6244,2015-2016,2016-03-14,2016-03-13,Central,Influenza_AH3,2016,3,0
6245,2015-2016,2016-03-14,2016-03-13,Central,Influenza_ANotSubtyped,2016,3,0
6246,2015-2016,2016-03-14,2016-03-13,Central,Influenza_B,2016,3,0
6247,2015-2016,2016-03-14,2016-03-13,Central,Influenza_BNotLineageTyped,2016,3,0
6248,2015-2016,2016-03-14,2016-03-13,Central,Influenza_BVictoria,2016,3,0
6249,2015-2016,2016-03-14,2016-03-13,Central,Influenza_BYamagata,2016,3,0
6250,2015-2016,2016-03-14,2016-03-13,Northern,Influenza_AH1pdm09,2016,3,0
6251,2015-2016,2016-03-14,2016-03-13,Northern,Influenza_AH3,2016,3,0
6252,2015-2016,2016-03-14,2016-03-13,Northern,Influenza_ANotSubtyped,2016,3,0
6253,2015-2016,2016-03-14,2016-03-13,Northern,Influenza_B,2016,3,0
